episode,step,action_id,action,level,x,y,vx,vy,score,reward,event,cause,lives,coins
1,1,16,LEFT+JUMP+FIRE,1,2.99,16.01,-0.28,0.73,0,0.0172,,,3,0
1,2,16,LEFT+JUMP+FIRE,1,2.94,16.0,-1.06,0.0,0,0.0172,,,3,0
1,3,17,RUN+RIGHT+JUMP+FIRE,1,3.02,15.31,1.69,-15.68,0,0.0175,,,3,0
1,4,17,RUN+RIGHT+JUMP+FIRE,1,3.12,14.67,2.52,-14.1,0,0.0186,,,3,0
1,5,17,RUN+RIGHT+JUMP+FIRE,1,3.25,14.11,3.34,-12.55,0,0.0186,,,3,0
1,6,17,RUN+RIGHT+JUMP+FIRE,1,3.43,13.6,4.18,-10.94,0,0.0195,,,3,0
1,7,17,RUN+RIGHT+JUMP+FIRE,1,3.64,13.2,4.97,-9.43,0,0.0195,,,3,0
1,8,17,RUN+RIGHT+JUMP+FIRE,1,3.89,12.86,5.79,-7.87,0,0.0204,,,3,0
1,9,17,RUN+RIGHT+JUMP+FIRE,1,4.18,12.58,6.59,-6.33,0,0.02,,,3,0
1,10,16,LEFT+JUMP+FIRE,1,4.43,12.38,5.93,-4.81,0,0.0204,,,3,0
1,11,17,RUN+RIGHT+JUMP+FIRE,1,4.73,12.23,6.76,-3.22,0,0.0215,,,3,0
1,12,16,LEFT+JUMP+FIRE,1,5.0,12.16,6.07,-1.62,0,0.0218,,,3,0
1,13,16,LEFT+JUMP+FIRE,1,5.25,12.16,5.36,0.01,0,0.0229,,,3,0
1,14,17,RUN+RIGHT+JUMP+FIRE,1,5.52,12.23,6.19,1.6,0,0.0237,,,3,0
1,15,16,LEFT+JUMP+FIRE,1,5.76,12.44,5.52,4.75,0,0.0243,,,3,0
1,16,16,LEFT+JUMP+FIRE,1,5.97,12.8,4.83,8.21,0,0.0242,,,3,0
1,17,16,LEFT+JUMP+FIRE,1,6.16,13.31,4.14,11.65,0,0.0224,,,3,0
1,18,16,LEFT+JUMP+FIRE,1,6.32,13.97,3.43,15.21,0,0.0221,,,3,0
1,19,16,LEFT+JUMP+FIRE,1,6.45,14.75,2.71,17.19,0,0.021,,,3,0
1,20,16,LEFT+JUMP+FIRE,1,6.55,15.52,2.01,17.19,0,0.02,,,3,0
1,21,16,LEFT+JUMP+FIRE,1,6.62,16.0,1.32,0.0,0,0.0203,,,3,0
1,22,16,LEFT+JUMP+FIRE,1,6.55,15.29,-1.53,-15.62,0,0.0161,,,3,0
1,23,17,RUN+RIGHT+JUMP+FIRE,1,6.51,14.63,-0.68,-14.0,0,0.017,,,3,0
1,24,17,RUN+RIGHT+JUMP+FIRE,1,6.5,14.07,0.15,-12.42,0,0.017,,,3,0
1,25,17,RUN+RIGHT+JUMP+FIRE,1,6.54,13.57,0.98,-10.83,0,0.0179,,,3,0
1,26,17,RUN+RIGHT+JUMP+FIRE,1,6.62,13.15,1.82,-9.23,0,0.0179,,,3,0
1,27,17,RUN+RIGHT+JUMP+FIRE,1,6.74,12.82,2.65,-7.66,0,0.0188,,,3,0
1,28,17,RUN+RIGHT+JUMP+FIRE,1,6.89,12.55,3.46,-6.1,0,0.0188,,,3,0
1,29,17,RUN+RIGHT+JUMP+FIRE,1,7.08,12.35,4.3,-4.5,0,0.0183,,,3,0
1,30,16,LEFT+JUMP+FIRE,1,7.24,12.22,3.59,-2.87,0,0.0188,,,3,0
1,31,16,LEFT+JUMP+FIRE,1,7.37,12.16,2.89,-1.28,0,0.0201,,,3,0
1,32,16,LEFT+JUMP+FIRE,1,7.47,12.17,2.2,0.3,0,0.0223,,,3,0
1,33,16,LEFT+JUMP+FIRE,1,7.54,12.32,1.53,3.45,0,0.023,,,3,0
1,34,16,LEFT+JUMP+FIRE,1,7.57,12.61,0.86,6.61,0,0.0223,,,3,0
1,35,16,LEFT+JUMP+FIRE,1,7.58,13.03,0.19,9.93,0,0.021,,,3,0
1,36,17,RUN+RIGHT+JUMP+FIRE,1,7.62,13.58,0.97,13.18,0,0.0212,,,3,0
1,37,16,LEFT+JUMP+FIRE,1,7.64,14.27,0.28,16.62,0,0.0201,,,3,0
1,38,16,LEFT+JUMP+FIRE,1,7.63,15.0,-0.38,17.19,0,0.0199,,,3,0
1,39,16,LEFT+JUMP+FIRE,1,7.59,15.75,-1.06,17.19,0,0.0189,,,3,0
1,40,16,LEFT+JUMP+FIRE,1,7.51,15.66,-2.68,-16.51,0,0.0156,,,3,0
1,41,17,RUN+RIGHT+JUMP+FIRE,1,7.42,15.0,-1.87,-14.97,0,0.0165,,,3,0
1,42,17,RUN+RIGHT+JUMP+FIRE,1,7.37,14.41,-1.07,-13.45,0,0.0165,,,3,0
1,43,17,RUN+RIGHT+JUMP+FIRE,1,7.34,13.88,-0.28,-11.93,0,0.0174,,,3,0
1,44,17,RUN+RIGHT+JUMP+FIRE,1,7.36,13.41,0.55,-10.36,0,0.0174,,,3,0
1,45,17,RUN+RIGHT+JUMP+FIRE,1,7.42,13.02,1.39,-8.76,0,0.0174,,,3,0
1,46,17,RUN+RIGHT+JUMP+FIRE,1,7.52,12.7,2.2,-7.2,0,0.0183,,,3,0
1,47,17,RUN+RIGHT+JUMP+FIRE,1,7.65,12.46,3.0,-5.68,0,0.0183,,,3,0
1,48,16,LEFT+JUMP+FIRE,1,7.75,12.28,2.33,-4.14,0,0.0183,,,3,0
1,49,16,LEFT+JUMP+FIRE,1,7.82,12.17,1.65,-2.6,0,0.0183,,,3,0
1,50,16,LEFT+JUMP+FIRE,1,7.86,12.13,1.01,-1.13,0,0.0183,,,3,0
1,51,16,LEFT+JUMP+FIRE,1,7.87,12.14,0.37,0.33,0,0.0183,,,3,0
1,52,17,RUN+RIGHT+JUMP+FIRE,1,7.92,12.29,1.15,3.58,0,0.0227,,,3,0
1,53,16,LEFT+JUMP+FIRE,1,7.94,12.57,0.51,6.79,0,0.0221,,,3,0
1,54,16,LEFT+JUMP+FIRE,1,7.94,13.01,-0.17,10.19,0,0.0209,,,3,0
1,55,17,RUN+RIGHT+JUMP+FIRE,1,7.96,13.6,0.65,13.6,0,0.0211,,,3,0
1,56,16,LEFT+JUMP+FIRE,1,7.97,14.26,0.0,16.8,0,0.02,,,3,0
1,57,16,LEFT+JUMP+FIRE,1,7.95,14.97,-0.65,17.19,0,0.0199,,,3,0
1,58,16,LEFT+JUMP+FIRE,1,7.9,15.7,-1.3,17.19,0,0.0188,,,3,0
1,59,16,LEFT+JUMP+FIRE,1,7.81,15.66,-2.93,-16.51,0,0.0156,,,3,0
