episode,step,action_id,action,level,x,y,vx,vy,score,reward,event,cause,lives,coins
1,1,"4,0,0",SPRINT_R,Mario1-1a,3.01,13.02,0.33,0.94,0,0.0015,,,3,0
1,2,"3,0,0",RIGHT,Mario1-1a,3.16,13.0,3.14,0.0,0,0.0035,,,3,0
1,3,"4,0,0",SPRINT_R,Mario1-1a,3.44,13.0,5.83,0.0,0,0.0035,,,3,0
1,4,"4,0,0",SPRINT_R,Mario1-1a,3.83,13.0,8.47,0.0,0,0.0035,,,3,0
1,5,"4,0,0",SPRINT_R,Mario1-1a,4.33,13.0,11.04,0.0,0,0.0052,,,3,0
1,6,"0,0,0",IDLE,Mario1-1a,4.79,13.0,9.94,0.0,0,0.0035,,,3,0
1,7,"0,1,0",IDLE+JUMP,Mario1-1a,5.16,12.2,8.05,-17.16,0,-0.0015,,,3,0
1,8,"2,1,0",SPRINT_L+JUMP,Mario1-1a,5.52,11.44,7.37,-15.43,0,-0.0041,,,3,0
1,9,"2,1,0",SPRINT_L+JUMP,Mario1-1a,5.83,10.8,6.73,-13.83,0,-0.0044,,,3,0
1,10,"2,1,0",SPRINT_L+JUMP,Mario1-1a,6.14,10.18,6.03,-12.07,0,0.0023,,,3,0
1,11,"2,1,0",SPRINT_L+JUMP,Mario1-1a,6.41,9.65,5.32,-10.28,0,-0.0044,,,3,0
1,12,"2,1,0",SPRINT_L+JUMP,Mario1-1a,6.62,9.26,4.68,-8.68,0,0.0006,,,3,0
1,13,"2,1,0",SPRINT_L+JUMP,Mario1-1a,6.8,8.94,4.05,-7.08,0,-0.0043,,,3,0
1,14,"2,1,0",SPRINT_L+JUMP,Mario1-1a,6.95,8.7,3.43,-5.52,0,0.0007,,,3,0
1,15,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.08,8.53,2.8,-3.96,0,0.0024,,,3,0
1,16,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.17,8.42,2.19,-2.43,0,0.0006,,,3,0
1,17,"0,1,0",IDLE+JUMP,Mario1-1a,7.25,8.39,1.85,-0.83,0,0.0017,,,3,0
1,18,"0,1,0",IDLE+JUMP,Mario1-1a,7.32,8.42,1.5,0.76,0,0.0035,,,3,0
1,19,"0,1,0",IDLE+JUMP,Mario1-1a,7.37,8.57,1.16,3.47,0,0.0033,,,3,0
1,20,"0,1,0",IDLE+JUMP,Mario1-1a,7.41,8.84,0.82,6.19,0,0.003,,,3,0
1,21,"0,1,0",IDLE+JUMP,Mario1-1a,7.43,9.23,0.48,8.93,0,0.0078,,,3,0
1,22,"4,1,0",SPRINT_R+JUMP,Mario1-1a,7.47,9.75,1.1,11.69,0,0.0029,,,3,0
1,23,"0,1,0",IDLE+JUMP,Mario1-1a,7.51,10.36,0.76,14.46,0,0.0077,,,3,0
1,24,"4,1,0",SPRINT_R+JUMP,Mario1-1a,7.57,11.1,1.39,17.19,0,0.0077,,,3,0
1,25,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.61,11.85,0.77,17.19,0,0.0027,,,3,0
1,26,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.62,12.61,0.14,17.19,0,0.0072,,,3,0
1,27,"0,1,0",IDLE+JUMP,Mario1-1a,7.62,13.0,0.0,0.0,0,0.0042,,,3,0
1,28,"0,0,0",IDLE,Mario1-1a,7.62,12.26,0.0,-16.98,0,-0.0033,,,3,0
1,29,"0,1,0",IDLE+JUMP,Mario1-1a,7.62,11.56,0.0,-15.4,0,-0.0041,,,3,0
1,30,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.62,10.9,0.0,-13.72,0,-0.0044,,,3,0
1,31,"0,1,0",IDLE+JUMP,Mario1-1a,7.62,10.35,0.0,-12.16,0,0.0005,,,3,0
1,32,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.62,9.86,0.0,-10.56,0,-0.0044,,,3,0
1,33,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.62,9.47,0.0,-9.0,0,0.0006,,,3,0
1,34,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.62,9.14,0.0,-7.43,0,0.0006,,,3,0
1,35,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.62,8.88,0.0,-5.87,0,-0.0043,,,3,0
1,36,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,7.65,8.69,0.62,-4.28,0,0.0006,,,3,0
1,37,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,7.7,8.58,1.24,-2.72,0,0.0006,,,3,0
1,38,"0,1,0",IDLE+JUMP,Mario1-1a,7.74,8.52,0.89,-1.14,0,0.0006,,,3,0
1,39,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.77,8.54,0.55,0.41,0,0.0036,,,3,0
1,40,"0,1,0",IDLE+JUMP,Mario1-1a,7.78,8.68,0.22,3.11,0,0.0029,,,3,0
1,41,"0,1,0",IDLE+JUMP,Mario1-1a,7.78,8.96,0.0,6.05,0,0.0028,,,3,0
1,42,"0,1,0",IDLE+JUMP,Mario1-1a,7.78,9.42,0.0,9.18,0,0.0077,,,3,0
1,43,"0,1,0",IDLE+JUMP,Mario1-1a,7.78,9.95,0.0,11.94,0,0.0027,,,3,0
1,44,"0,1,0",IDLE+JUMP,Mario1-1a,7.78,10.57,0.0,14.71,0,0.0076,,,3,0
1,45,"0,1,0",IDLE+JUMP,Mario1-1a,7.78,11.36,0.0,17.19,0,0.0076,,,3,0
1,46,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.75,12.13,-0.64,17.19,0,0.0071,,,3,0
1,47,"1,1,0",LEFT+JUMP,Mario1-1a,7.7,12.96,-1.32,-11.25,100,0.1004,,,3,0
1,48,"0,1,0",IDLE+JUMP,Mario1-1a,7.65,12.51,-0.96,-9.39,100,0.0004,,,3,0
1,49,"0,1,0",IDLE+JUMP,Mario1-1a,7.62,12.15,-0.59,-7.44,100,0.0004,,,3,0
1,50,"0,1,0",IDLE+JUMP,Mario1-1a,7.61,11.89,-0.22,-5.52,100,-0.0041,,,3,0
1,51,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.57,11.72,-0.87,-3.64,100,0.0005,,,3,0
1,52,"0,1,0",IDLE+JUMP,Mario1-1a,7.55,11.64,-0.52,-1.8,100,0.0005,,,3,0
1,53,"0,1,0",IDLE+JUMP,Mario1-1a,7.54,11.64,-0.18,-0.02,100,0.0005,,,3,0
1,54,"0,1,0",IDLE+JUMP,Mario1-1a,7.54,11.73,0.0,1.85,100,0.0026,,,3,0
1,55,"0,1,0",IDLE+JUMP,Mario1-1a,7.54,11.95,0.0,4.78,100,0.0026,,,3,0
1,56,"0,1,0",IDLE+JUMP,Mario1-1a,7.54,12.27,0.0,7.45,100,0.0072,,,3,0
1,57,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.5,12.8,-0.71,10.57,100,0.0024,,,3,0
1,58,"0,1,0",IDLE+JUMP,Mario1-1a,7.49,13.0,-0.36,0.0,100,0.0042,,,3,0
1,59,"3,0,0",RIGHT,Mario1-1a,7.6,12.24,2.43,-17.0,100,-0.0033,,,3,0
1,60,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.68,11.53,1.8,-15.41,100,-0.0041,,,3,0
1,61,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.74,10.91,1.18,-13.84,100,-0.0044,,,3,0
1,62,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.77,10.35,0.54,-12.25,100,0.0005,,,3,0
1,63,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.79,9.84,0.18,-10.6,100,-0.0044,,,3,0
1,64,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,7.82,9.44,0.8,-9.03,100,0.0006,,,3,0
1,65,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.84,9.11,0.45,-7.43,100,0.0006,,,3,0
1,66,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,7.89,8.86,1.06,-5.89,100,-0.0043,,,3,0
1,67,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,7.97,8.66,1.72,-4.2,100,0.0006,,,3,0
1,68,"0,1,0",IDLE+JUMP,Mario1-1a,8.03,8.54,1.36,-2.53,100,0.0024,,,3,0
1,69,"0,1,0",IDLE+JUMP,Mario1-1a,8.08,8.5,1.01,-0.92,100,0.0007,,,3,0
1,70,"0,1,0",IDLE+JUMP,Mario1-1a,8.11,8.53,0.65,0.69,100,0.0036,,,3,0
1,71,"0,1,0",IDLE+JUMP,Mario1-1a,8.12,8.68,0.31,3.47,100,0.0029,,,3,0
1,72,"0,1,0",IDLE+JUMP,Mario1-1a,8.12,8.96,0.0,6.24,100,0.0027,,,3,0
1,73,"0,1,0",IDLE+JUMP,Mario1-1a,8.12,9.36,0.0,9.01,100,0.0077,,,3,0
1,74,"0,1,0",IDLE+JUMP,Mario1-1a,8.12,9.92,0.0,11.92,100,0.0027,,,3,0
1,75,"0,1,0",IDLE+JUMP,Mario1-1a,8.12,10.57,0.0,14.82,100,0.0076,,,3,0
1,76,"0,1,0",IDLE+JUMP,Mario1-1a,8.12,11.36,0.0,17.19,100,0.0076,,,3,0
1,77,"2,1,0",SPRINT_L+JUMP,Mario1-1a,8.1,12.11,-0.62,17.19,100,0.0071,,,3,0
1,78,"2,1,0",SPRINT_L+JUMP,Mario1-1a,8.05,12.88,-1.25,-11.25,200,0.1004,,,3,0
1,79,"0,1,0",IDLE+JUMP,Mario1-1a,8.01,12.42,-0.89,-9.35,200,0.0004,,,3,0
1,80,"2,1,0",SPRINT_L+JUMP,Mario1-1a,7.93,12.07,-1.55,-7.46,200,-0.0013,,,3,0
1,81,"0,1,0",IDLE+JUMP,Mario1-1a,7.88,11.81,-1.19,-5.58,200,-0.0071,,,3,0
1,82,"0,1,0",IDLE+JUMP,Mario1-1a,7.84,11.64,-0.82,-3.67,200,0.0005,,,3,0
1,83,"0,1,0",IDLE+JUMP,Mario1-1a,7.82,11.56,-0.46,-1.8,200,0.0005,,,3,0
1,84,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,11.56,-0.12,-0.02,200,0.0005,,,3,0
1,85,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,11.64,0.0,1.78,200,0.0026,,,3,0
1,86,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,11.83,0.0,4.52,200,0.0026,,,3,0
1,87,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,12.2,0.0,7.58,200,0.0072,,,3,0
1,88,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,12.72,0.0,10.6,200,0.0026,,,3,0
1,89,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,13.0,0.0,0.0,200,0.0042,,,3,0
1,90,"0,0,0",IDLE,Mario1-1a,7.81,12.2,0.0,-16.82,200,-0.0033,,,3,0
1,91,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,11.44,0.0,-15.07,200,-0.0041,,,3,0
1,92,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,10.75,0.0,-13.28,200,-0.0044,,,3,0
1,93,"0,1,0",IDLE+JUMP,Mario1-1a,7.81,10.16,0.0,-11.49,200,0.0005,,,3,0
1,94,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.81,9.68,0.0,-9.83,200,-0.0044,,,3,0
1,95,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.81,9.31,0.0,-8.24,200,0.0006,,,3,0
1,96,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.81,9.02,0.0,-6.66,200,0.0006,,,3,0
1,97,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,7.81,8.79,0.0,-4.99,200,-0.0043,,,3,0
1,98,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,7.84,8.63,0.63,-3.38,200,0.0006,,,3,0
