episode,step,action_id,action,level,x,y,vx,vy,score,reward,event,cause,lives,coins
1,1,9,RUN+LEFT+JUMP,1,2.99,16.01,-0.34,0.73,0,0.0172,,,3,0
1,2,9,RUN+LEFT+JUMP,1,2.93,16.0,-1.28,0.0,0,0.0172,,,3,0
1,3,9,RUN+LEFT+JUMP,1,2.74,15.34,-4.43,-15.75,0,0.0181,,,3,0
1,4,6,LEFT+JUMP,1,2.53,14.7,-5.11,-14.19,0,0.0189,,,3,0
1,5,6,LEFT+JUMP,1,2.29,14.15,-5.78,-12.67,0,0.0189,,,3,0
1,6,6,LEFT+JUMP,1,2.03,13.66,-6.25,-11.17,0,0.02,,,3,0
1,7,17,RUN+RIGHT+JUMP+FIRE,1,1.79,13.24,-5.43,-9.61,0,0.0204,,,3,0
1,8,17,RUN+RIGHT+JUMP+FIRE,1,1.6,12.9,-4.65,-8.12,0,0.0214,,,3,0
1,9,17,RUN+RIGHT+JUMP+FIRE,1,1.44,12.63,-3.88,-6.66,0,0.0214,,,3,0
1,10,17,RUN+RIGHT+JUMP+FIRE,1,1.31,12.41,-3.09,-5.13,0,0.0214,,,3,0
1,11,17,RUN+RIGHT+JUMP+FIRE,1,1.21,12.26,-2.28,-3.59,0,0.0214,,,3,0
1,12,17,RUN+RIGHT+JUMP+FIRE,1,1.15,12.17,-1.47,-2.05,0,0.0214,,,3,0
1,13,17,RUN+RIGHT+JUMP+FIRE,1,1.12,12.14,-0.72,-0.62,0,0.0214,,,3,0
1,14,17,RUN+RIGHT+JUMP+FIRE,1,1.12,12.18,0.09,0.92,0,0.0253,,,3,0
1,15,17,RUN+RIGHT+JUMP+FIRE,1,1.16,12.35,0.88,4.0,0,0.0257,,,3,0
1,16,17,RUN+RIGHT+JUMP+FIRE,1,1.23,12.67,1.69,7.4,0,0.0257,,,3,0
1,17,10,FIRE,1,1.29,13.14,1.36,10.77,0,0.0243,,,3,0
1,18,12,RIGHT+FIRE,1,1.38,13.75,2.03,14.13,0,0.0244,,,3,0
1,19,6,LEFT+JUMP,1,1.44,14.44,1.37,17.19,0,0.0233,,,3,0
1,20,6,LEFT+JUMP,1,1.48,15.18,0.7,17.19,0,0.0223,,,3,0
1,21,6,LEFT+JUMP,1,1.49,15.92,0.03,17.19,0,0.0221,,,3,0
1,22,6,LEFT+JUMP,1,1.45,15.64,-1.67,-16.48,0,0.0186,,,3,0
1,23,6,LEFT+JUMP,1,1.35,14.99,-2.34,-14.96,0,0.0195,,,3,0
1,24,6,LEFT+JUMP,1,1.23,14.39,-3.02,-13.4,0,0.0195,,,3,0
1,25,6,LEFT+JUMP,1,1.08,13.87,-3.68,-11.89,0,0.0204,,,3,0
1,26,17,RUN+RIGHT+JUMP+FIRE,1,1.0,13.4,0.0,-10.34,0,0.0204,,,3,0
1,27,2,RIGHT,1,1.03,13.03,0.69,-8.55,0,0.0204,,,3,0
1,28,17,RUN+RIGHT+JUMP+FIRE,1,1.1,12.72,1.52,-6.97,0,0.0214,,,3,0
1,29,17,RUN+RIGHT+JUMP+FIRE,1,1.2,12.48,2.34,-5.39,0,0.0214,,,3,0
1,30,10,FIRE,1,1.29,12.32,1.99,-3.56,0,0.0214,,,3,0
1,31,17,RUN+RIGHT+JUMP+FIRE,1,1.42,12.23,2.83,-1.97,0,0.0223,,,3,0
1,32,10,FIRE,1,1.53,12.23,2.48,-0.16,0,0.0248,,,3,0
1,33,10,FIRE,1,1.62,12.29,2.15,1.55,0,0.0264,,,3,0
1,34,10,FIRE,1,1.69,12.5,1.82,4.84,0,0.026,,,3,0
1,35,10,FIRE,1,1.76,12.85,1.48,8.2,0,0.0256,,,3,0
1,36,10,FIRE,1,1.81,13.36,1.14,11.61,0,0.0242,,,3,0
1,37,6,LEFT+JUMP,1,1.83,13.99,0.45,15.09,0,0.024,,,3,0
1,38,6,LEFT+JUMP,1,1.83,14.73,-0.23,17.19,0,0.0229,,,3,0
1,39,6,LEFT+JUMP,1,1.8,15.47,-0.91,17.19,0,0.0219,,,3,0
1,40,6,LEFT+JUMP,1,1.74,16.0,-1.6,0.0,0,0.0178,,,3,0
1,41,9,RUN+LEFT+JUMP,1,1.52,15.3,-4.95,-15.66,0,0.0186,,,3,0
1,42,6,LEFT+JUMP,1,1.27,14.66,-5.64,-14.07,0,0.0195,,,3,0
1,43,6,LEFT+JUMP,1,1.0,14.08,0.0,-12.47,0,0.0195,,,3,0
1,44,6,LEFT+JUMP,1,1.0,13.59,0.0,-10.92,0,0.0204,,,3,0
1,45,6,LEFT+JUMP,1,1.0,13.19,0.0,-9.39,0,0.0204,,,3,0
1,46,17,RUN+RIGHT+JUMP+FIRE,1,1.04,12.85,0.83,-7.82,0,0.0214,,,3,0
1,47,17,RUN+RIGHT+JUMP+FIRE,1,1.11,12.57,1.66,-6.23,0,0.0194,,,3,0
1,48,17,RUN+RIGHT+JUMP+FIRE,1,1.22,12.36,2.48,-4.67,0,0.0214,,,3,0
1,49,10,FIRE,1,1.31,12.24,2.14,-2.88,0,0.0214,,,3,0
1,50,10,FIRE,1,1.39,12.19,1.78,-1.04,0,0.0227,,,3,0
1,51,17,RUN+RIGHT+JUMP+FIRE,1,1.51,12.21,2.61,0.53,0,0.0256,,,3,0
1,52,10,FIRE,1,1.6,12.37,2.28,3.82,0,0.0263,,,3,0
1,53,10,FIRE,1,1.69,12.68,1.94,7.18,0,0.0258,,,3,0
1,54,10,FIRE,1,1.76,13.16,1.6,10.67,0,0.0244,,,3,0
1,55,6,LEFT+JUMP,1,1.8,13.76,0.93,13.99,0,0.0241,,,3,0
1,56,6,LEFT+JUMP,1,1.82,14.46,0.26,17.19,0,0.023,,,3,0
1,57,6,LEFT+JUMP,1,1.81,15.19,-0.41,17.19,0,0.022,,,3,0
