episode,step,action_id,action,level,x,y,vx,vy,score,reward,event,cause,lives,coins
1,1,"4,0,0",SPRINT_R,Mario1-1,3.04,13.0,0.71,0.0,0,-0.0046,,,3,0
1,2,"4,0,0",SPRINT_R,Mario1-1,3.21,13.0,3.55,0.0,0,-0.0037,,,3,0
1,3,"4,0,0",SPRINT_R,Mario1-1,3.52,13.0,6.3,0.0,0,-0.003,,,3,0
1,4,"3,0,0",RIGHT,Mario1-1,3.88,13.0,8.64,0.0,0,-0.0027,,,3,0
1,5,"3,0,0",RIGHT,Mario1-1,4.28,13.0,9.38,0.0,0,-0.0026,,,3,0
1,6,"3,0,0",RIGHT,Mario1-1,4.66,13.0,9.38,0.0,0,-0.0026,,,3,0
1,7,"3,0,0",RIGHT,Mario1-1,5.05,13.0,9.38,0.0,0,-0.0026,,,3,0
1,8,"3,0,0",RIGHT,Mario1-1,5.47,13.0,9.38,0.0,0,-0.0025,,,3,0
1,9,"3,0,0",RIGHT,Mario1-1,5.84,13.0,9.38,0.0,0,-0.0027,,,3,0
1,10,"3,0,0",RIGHT,Mario1-1,6.22,13.0,9.38,0.0,0,-0.0026,,,3,0
1,11,"3,0,0",RIGHT,Mario1-1,3.0,13.0,0.0,0.0,0,-0.4045,,Enemy,2,0
1,12,"4,0,0",SPRINT_R,Mario1-1,3.04,13.0,0.71,0.0,0,-0.0044,,Enemy,2,0
1,13,"4,0,0",SPRINT_R,Mario1-1,3.16,13.0,3.06,0.0,0,-0.0039,,Enemy,2,0
1,14,"4,0,0",SPRINT_R,Mario1-1,3.39,13.0,5.44,0.0,0,-0.0034,,Enemy,2,0
1,15,"3,0,0",RIGHT,Mario1-1,3.72,13.0,7.84,0.0,0,-0.0029,,Enemy,2,0
1,16,"3,0,0",RIGHT,Mario1-1,4.13,13.0,9.38,0.0,0,-0.0025,,Enemy,2,0
1,17,"3,0,0",RIGHT,Mario1-1,4.55,13.0,9.38,0.0,0,-0.0025,,Enemy,2,0
1,18,"3,0,0",RIGHT,Mario1-1,4.96,13.0,9.38,0.0,0,-0.0025,,Enemy,2,0
1,19,"3,0,0",RIGHT,Mario1-1,5.38,13.0,9.38,0.0,0,-0.0025,,Enemy,2,0
1,20,"3,0,0",RIGHT,Mario1-1,5.8,13.0,9.38,0.0,0,-0.0025,,Enemy,2,0
1,21,"3,0,0",RIGHT,Mario1-1,6.22,13.0,9.38,0.0,0,-0.0025,,Enemy,2,0
1,22,"3,0,0",RIGHT,Mario1-1,3.0,13.0,0.0,0.0,0,-0.4045,,Enemy,1,0
1,23,"4,0,0",SPRINT_R,Mario1-1,3.04,13.0,0.71,0.0,0,-0.0044,,Enemy,1,0
1,24,"4,0,0",SPRINT_R,Mario1-1,3.16,13.0,3.08,0.0,0,-0.0039,,Enemy,1,0
1,25,"4,0,0",SPRINT_R,Mario1-1,3.4,13.0,5.49,0.0,0,-0.0034,,Enemy,1,0
1,26,"3,0,0",RIGHT,Mario1-1,3.77,13.0,8.1,0.0,0,-0.0027,,Enemy,1,0
1,27,"3,0,0",RIGHT,Mario1-1,4.19,13.0,9.38,0.0,0,-0.0025,,Enemy,1,0
1,28,"3,0,0",RIGHT,Mario1-1,4.59,13.0,9.38,0.0,0,-0.0025,,Enemy,1,0
1,29,"3,0,0",RIGHT,Mario1-1,5.0,13.0,9.38,0.0,0,-0.0025,,Enemy,1,0
1,30,"3,0,0",RIGHT,Mario1-1,5.42,13.0,9.38,0.0,0,-0.0025,,Enemy,1,0
1,31,"3,0,0",RIGHT,Mario1-1,5.83,13.0,9.38,0.0,0,-0.0025,,Enemy,1,0
1,32,"3,0,0",RIGHT,Mario1-1,6.26,13.0,9.38,0.0,0,-0.0024,,Enemy,1,0
