episode,step,action_id,action,level,x,y,vx,vy,score,reward,event,cause,lives,coins
1,1,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,2.99,13.02,-0.31,0.87,0,0.0005,,,3,0
1,2,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,3.13,12.17,2.82,-17.03,0,-0.0015,,,3,0
1,3,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,3.25,11.44,2.46,-15.39,0,-0.0041,,,3,0
1,4,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,3.38,10.8,3.1,-13.78,0,-0.0044,,,3,0
1,5,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,3.5,10.25,2.48,-12.22,0,0.0006,,,3,0
1,6,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,3.59,9.77,1.86,-10.66,0,-0.0043,,,3,0
1,7,"3,1,0",RIGHT+JUMP,Mario1-1a,3.7,9.36,2.5,-9.02,0,0.0006,,,3,0
1,8,"3,1,0",RIGHT+JUMP,Mario1-1a,3.84,9.02,3.13,-7.41,0,0.0006,,,3,0
1,9,"3,1,0",RIGHT+JUMP,Mario1-1a,4.01,8.76,3.77,-5.79,0,-0.0026,,,3,0
1,10,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,4.21,8.58,4.39,-4.22,0,0.0007,,,3,0
1,11,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,4.42,8.46,4.99,-2.69,0,0.0015,,,3,0
1,12,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,4.67,8.41,5.62,-1.08,0,0.0024,,,3,0
1,13,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,4.89,8.43,5.01,0.47,0,0.003,,,3,0
1,14,"3,1,0",RIGHT+JUMP,Mario1-1a,5.14,8.57,5.63,3.22,0,0.0053,,,3,0
1,15,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,5.41,8.83,6.24,5.94,0,0.0036,,,3,0
1,16,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,5.71,9.22,6.86,8.71,0,0.0086,,,3,0
1,17,"3,1,0",RIGHT+JUMP,Mario1-1a,6.06,9.76,7.52,11.62,0,0.0053,,,3,0
1,18,"3,1,0",RIGHT+JUMP,Mario1-1a,6.44,10.42,8.18,14.59,0,0.0084,,,3,0
1,19,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,6.78,11.14,7.56,17.19,0,0.0083,,,3,0
1,20,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,7.11,11.94,6.9,17.19,0,0.005,,,3,0
1,21,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,7.41,12.75,6.23,17.19,0,0.0078,,,3,0
1,22,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,7.65,12.58,4.43,-17.98,0,0.0004,,,3,0
1,23,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,7.89,11.79,5.09,-16.29,0,-0.0042,,,3,0
1,24,"4,1,1",SPRINT_R+JUMP+FIRE,Mario1-1a,8.15,11.08,5.76,-14.6,0,0.0022,,,3,0
1,25,"4,1,1",SPRINT_R+JUMP+FIRE,Mario1-1a,8.44,10.46,6.42,-12.95,0,-0.0045,,,3,0
1,26,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,8.78,9.9,7.11,-11.21,0,-0.0044,,,3,0
1,27,"3,1,0",RIGHT+JUMP,Mario1-1a,9.16,9.4,7.81,-9.44,0,0.0023,,,3,0
1,28,"3,1,0",RIGHT+JUMP,Mario1-1a,9.58,9.02,8.51,-7.65,0,0.0007,,,3,0
1,29,"3,1,0",RIGHT+JUMP,Mario1-1a,10.03,8.73,9.2,-5.89,0,-0.002,,,3,0
1,30,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,10.46,8.53,8.49,-4.1,0,0.0016,,,3,0
1,31,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,10.83,8.41,7.81,-2.39,0,0.002,,,3,0
1,32,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,11.16,8.38,7.16,-0.75,0,0.0042,,,3,0
1,33,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,11.51,8.43,7.79,1.08,0,0.0029,,,3,0
1,34,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,11.91,8.62,8.45,4.02,0,0.0034,,,3,0
1,35,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,12.31,8.91,9.07,6.76,0,0.0052,,,3,0
1,36,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,12.68,9.34,8.43,9.56,0,0.0084,,,3,0
1,37,"3,1,1",RIGHT+JUMP+FIRE,Mario1-1a,13.11,9.92,9.09,12.48,0,0.0052,,,3,0
1,38,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,13.49,10.57,8.46,15.26,0,0.0083,,,3,0
1,39,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,13.83,11.29,7.85,17.19,0,0.0081,,,3,0
1,40,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,14.18,12.11,7.18,17.19,0,0.0094,,,3,0
1,41,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,14.48,12.86,6.55,-11.25,100,0.1003,,,3,0
1,42,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,14.76,12.39,5.88,-9.32,100,0.0003,,,3,0
1,43,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,15.01,12.05,5.22,-7.43,100,0.002,,,3,0
1,44,"2,1,1",SPRINT_L+JUMP+FIRE,Mario1-1a,15.22,11.79,4.55,-5.53,100,-0.0043,,,3,0
1,45,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,15.41,11.62,4.19,-3.64,100,0.0005,,,3,0
1,46,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,15.59,11.54,3.84,-1.82,100,0.0013,,,3,0
1,47,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,15.75,11.54,3.47,0.09,100,0.0025,,,3,0
1,48,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,15.9,11.7,3.08,3.21,100,0.0033,,,3,0
1,49,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.03,11.98,2.72,6.09,100,0.0049,,,3,0
1,50,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.14,12.41,2.35,9.04,100,0.0075,,,3,0
1,51,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.24,13.02,1.96,12.17,100,0.0045,,,3,0
1,52,"2,1,0",SPRINT_L+JUMP,Mario1-1a,16.25,12.2,0.17,-17.15,100,-0.0035,,,3,0
1,53,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.25,11.46,0.0,-15.5,100,-0.0043,,,3,0
1,54,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.25,11.0,0.0,0.0,100,0.0003,,,3,0
1,55,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.25,11.08,0.0,1.72,100,0.0024,,,3,0
1,56,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.25,11.29,0.0,4.42,100,0.0024,,,3,0
1,57,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.25,11.62,0.0,7.12,100,0.0024,,,3,0
1,58,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.25,12.05,0.0,9.66,100,0.007,,,3,0
1,59,"0,1,1",IDLE+JUMP+FIRE,Mario1-1a,16.25,12.6,0.0,-11.25,200,0.1003,,,3,0
