step,total_reward,action,level,levels_completed,x,y,vx,vy,goal_dist,first_completion_step,event,cause,potential,alignment,alive,patience,stall,coins,kills,win,time,death,grid_solid_mean,grid_solid_std,grid_solid_min,grid_solid_max,grid_hazard_mean,grid_hazard_std,grid_hazard_min,grid_hazard_max,grid_collectible_mean,grid_collectible_std,grid_collectible_min,grid_collectible_max,grid_dijkstra_mean,grid_dijkstra_std,grid_dijkstra_min,grid_dijkstra_max,scalar_mean,scalar_std,scalar_min,scalar_max,dijkstra_val,obs_warnings
11902,0.0044862553,LEFT+JUMP,Mario1-1,0,4.030859375000004,8.466718749999998,0.10677083333333326,0.5453124999999927,190.96971094244924,-1,,,0.00152685481309891,0.002489400707605312,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11924,0.0039413306,LEFT+JUMP,Mario1-1,0,4.028732638888893,8.493168402777776,-0.12760416666666674,1.5869791666666595,190.97190414451669,-1,,,0.00152685481309891,0.0019444757666234086,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11946,0.0042025205,RIGHT+JUMP,Mario1-1,0,4.030512152777781,8.536979166666665,0.10677083333333326,2.6286458333333265,190.9700491619627,-1,,,0.00152685481309891,0.002205665789279569,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11968,0.004043188,LEFT,Mario1-1,0,4.02838541666667,8.598151041666664,-0.12760416666666674,3.6703124999999934,190.97203737497938,-1,,,0.00152685481309891,0.002046332974615997,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11990,0.004165686,RIGHT+JUMP,Mario1-1,0,4.030164930555559,8.676684027777775,0.10677083333333326,4.71197916666666,190.9701087596399,-1,,,0.00152685481309891,0.002168831563145039,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12012,0.004240013,RIGHT+JUMP,Mario1-1,0,4.035850694444448,8.772578124999997,0.34114583333333326,5.753645833333327,190.96428472545264,-1,,,0.00152685481309891,0.0022431584004312206,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12034,0.0042896294,RIGHT+JUMP,Mario1-1,0,4.045442708333336,8.88583333333333,0.5755208333333333,6.795312499999994,190.95459142027505,-1,,,0.00152685481309891,0.0022927746348675886,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12056,0.0043083834,SPRINT_R+JUMP,Mario1-1,0,4.058984375000003,9.016449652777775,0.8124999999999999,7.836979166666661,190.9410163335724,-1,,,0.0015096169710159368,0.002328766585104369,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12078,0.0042342907,LEFT+JUMP,Mario1-1,0,4.06861979166667,9.16442708333333,0.5781249999999999,8.878645833333328,190.93145100932134,-1,,,0.0015096169710159368,0.0022546735226218763,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12100,0.0041944617,IDLE,Mario1-1,0,4.0760850694444475,9.329765624999997,0.4479166666666665,9.920312499999994,190.9241997175252,-1,,,0.0015096169710159368,0.002214844567429613,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12122,0.0041615027,IDLE+JUMP,Mario1-1,0,4.081380208333337,9.512465277777775,0.31770833333333315,10.96197916666666,190.9192422812859,-1,,,0.0015096169710159368,0.0021818858472139415,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12144,0.0041965977,SPRINT_R,Mario1-1,0,4.090625000000003,9.712526041666663,0.5546874999999998,12.003645833333326,190.90959144099426,-1,,,0.0015096169710159368,0.002216980624670639,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12166,0.004168804,IDLE,Mario1-1,0,4.097699652777781,9.929947916666663,0.4244791666666664,13.045312499999993,190.90231320011662,-1,,,0.0015096169710159368,0.002189186997321042,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12188,0.0041804896,RIGHT+JUMP,Mario1-1,0,4.1086805555555586,10.164730902777773,0.6588541666666664,14.086979166666659,190.89139052223194,-1,,,0.0014923790395259817,0.0022181107180878593,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12210,0.004156486,IDLE,Mario1-1,0,4.117491319444447,10.416874999999996,0.528645833333333,15.128645833333325,190.8829638939735,-1,,,0.0014923790395259817,0.0021941072836597843,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12232,0.0041353093,IDLE+JUMP,Mario1-1,0,4.124131944444447,10.686380208333329,0.39843749999999967,16.17031249999999,190.8761257028641,-1,,,0.0014923790395259817,0.0021729302796443433,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12254,0.0041035325,SPRINT_L+JUMP,Mario1-1,0,4.1268229166666694,10.972838541666663,0.161458333333333,17.1875,190.87317901588568,-1,,,0.0014923790395259817,0.002141153426169496,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12276,0.004070315,IDLE,Mario1-1,0,4.127343750000003,11.259296874999997,0.031249999999999667,17.1875,190.87283237485644,-1,,,0.0014751411080360431,0.002125173776957816,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12298,0.004099305,SPRINT_R+JUMP,Mario1-1,0,4.131814236111114,11.54575520833333,0.2682291666666663,17.1875,190.86872628885317,-1,,,0.0014751411080360431,0.002154163491056731,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12320,0.004127561,RIGHT,Mario1-1,0,4.140190972222225,11.832213541666665,0.5026041666666663,17.1875,190.85988277900466,-1,,,0.0014751411080360431,0.002182419977591752,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12342,0.00408296,SPRINT_L,Mario1-1,0,4.144618055555559,12.118671874999999,0.26562499999999967,17.1875,190.85541883890457,-1,,,0.0014591129422187766,0.0021538471849546423,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12364,0.004111533,SPRINT_R+JUMP,Mario1-1,0,4.15299479166667,12.405130208333333,0.5026041666666663,17.1875,190.8474352132491,-1,,,0.0014591129422187766,0.002182419977591752,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12386,0.10192911,SPRINT_R+JUMP,Mario1-1,0,4.1653211805555586,12.691588541666667,0.7395833333333329,-11.25,190.8349280340162,-1,,,0.0014591129422187766,0.0,0.0005,0.0,0.0,0.0,0.1,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12408,0.001929113,SPRINT_R,Mario1-1,0,4.1815972222222255,12.515373263888888,0.9765624999999996,-10.572916666666666,190.81901818669854,-1,,,0.0014591129422187766,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12430,0.001929113,RIGHT+JUMP,Mario1-1,0,4.2017795138888925,12.350442708333333,1.2109374999999996,-9.895833333333332,190.7985423182224,-1,,,0.0014591129422187766,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12452,0.001929113,SPRINT_R,Mario1-1,0,4.225911458333337,12.196796874999999,1.4479166666666663,-9.218749999999998,190.77419004654084,-1,,,0.0014591129422187766,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12474,0.001929113,SPRINT_R+JUMP,Mario1-1,0,4.253993055555559,12.054435763888888,1.684895833333333,-8.541666666666664,190.7460147119788,-1,,,0.0014591129422187766,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12496,0.0019451411,LEFT+JUMP,Mario1-1,0,4.278168402777781,11.923359374999999,1.450520833333333,-7.864583333333331,190.7218469960497,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12518,0.0019451411,LEFT,Mario1-1,0,4.298437500000003,11.803567708333333,1.216145833333333,-7.187499999999998,190.70166366759,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12540,0.0019451411,SPRINT_L,Mario1-1,0,4.314756944444447,11.695060763888888,0.9791666666666664,-6.510416666666665,190.68548688113108,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12562,0.0019451411,RIGHT+JUMP,Mario1-1,0,4.334982638888891,11.597838541666667,1.2135416666666665,-5.833333333333332,190.66544149150724,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12584,0.0019451411,SPRINT_R,Mario1-1,0,4.359157986111113,11.511901041666667,1.4505208333333333,-5.156249999999999,190.64146685429608,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12606,0.0019451411,LEFT+JUMP,Mario1-1,0,4.3794270833333355,11.437248263888888,1.2161458333333333,-4.479166666666666,190.62107439924503,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12628,0.0019451411,RIGHT+JUMP,Mario1-1,0,4.403602430555558,11.373880208333333,1.4505208333333333,-3.8020833333333326,190.5967642769937,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12650,0.0019451411,SPRINT_L+JUMP,Mario1-1,0,4.423828125000002,11.321796874999999,1.2135416666666665,-3.124999999999999,190.57644355942395,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12672,0.0019451411,SPRINT_R,Mario1-1,0,4.448003472222224,11.280998263888888,1.4505208333333333,-2.4479166666666656,190.55220371527207,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12694,0.0019451411,RIGHT,Mario1-1,0,4.476085069444446,11.251484374999999,1.6848958333333333,-1.7708333333333321,190.52408090542372,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12716,0.0027378784,RIGHT,Mario1-1,0,4.508072916666668,11.233255208333333,1.9192708333333333,-1.0937499999999987,190.49206989246088,-1,,,0.0014751411080360431,0.0007927373061986909,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12738,0.0034942497,SPRINT_L,Mario1-1,0,4.536111111111112,11.226310763888888,1.6822916666666665,-0.4166666666666653,190.46402334099963,-1,,,0.0014751411080360431,0.0015491085166048886,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12760,0.0044090063,SPRINT_L,Mario1-1,0,4.560199652777779,11.230651041666667,1.4453124999999998,0.2604166666666681,190.43994002360137,-1,,,0.0014751411080360431,0.0024638651017623555,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12782,0.004921371,RIGHT,Mario1-1,0,4.588194444444446,11.252352430555556,1.6796874999999998,1.3020833333333348,190.41197277659802,-1,,,0.0014751411080360431,0.002976229917463038,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12804,0.0049299803,RIGHT,Mario1-1,0,4.620095486111113,11.291414930555556,1.9140624999999998,2.3437500000000018,190.38012754848967,-1,,,0.0014751411080360431,0.0029848392121653027,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12826,0.004788254,LEFT,Mario1-1,0,4.64809027777778,11.347838541666667,1.6796874999999998,3.3854166666666687,190.35222753240402,-1,,,0.0014751411080360431,0.0028431128708939716,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12848,0.004648146,IDLE+JUMP,Mario1-1,0,4.673914930555558,11.421623263888888,1.5494791666666665,4.427083333333336,190.32655207310947,-1,,,0.0014751411080360431,0.0027030050092772986,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12870,0.0045036506,LEFT,Mario1-1,0,4.6958333333333355,11.512769097222222,1.3151041666666665,5.468750000000003,190.3047903880695,-1,,,0.0014751411080360431,0.002558509281383873,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12892,0.004499974,RIGHT+JUMP,Mario1-1,0,4.721657986111113,11.621276041666667,1.5494791666666665,6.51041666666667,190.27871891357447,-1,,,0.0014751411080360431,0.002554833227949464,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12914,0.0043989373,LEFT,Mario1-1,0,4.743576388888891,11.747144097222222,1.3151041666666665,7.552083333333337,190.25659163718382,-1,,,0.0014751411080360431,0.002453796050484115,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12936,0.0043363245,IDLE,Mario1-1,0,4.76332465277778,11.890373263888888,1.1848958333333333,8.593750000000004,190.23670693424467,-1,,,0.0014751411080360431,0.0023911835591890708,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12958,0.0042484407,LEFT+JUMP,Mario1-1,0,4.7791666666666694,12.050963541666667,0.9505208333333333,9.63541666666667,190.22084016035245,-1,,,0.0014591129422187766,0.002319327718331154,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12980,0.004187642,LEFT+JUMP,Mario1-1,0,4.791102430555559,12.228914930555556,0.7161458333333333,10.677083333333336,190.20903531806485,-1,,,0.0014591129422187766,0.002258529378663922,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13002,0.004215418,SPRINT_R+JUMP,Mario1-1,0,4.806987847222225,12.424227430555556,0.9531249999999999,11.718750000000002,190.19348527396915,-1,,,0.0014591129422187766,0.0022863047828887645,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13024,0.0042382577,SPRINT_R+JUMP,Mario1-1,0,4.82682291666667,12.636901041666667,1.1901041666666665,12.760416666666668,190.17352371668986,-1,,,0.0014591129422187766,0.0023091447275087936,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13046,0.004191906,LEFT+JUMP,Mario1-1,0,4.842751736111114,12.866935763888888,0.9557291666666665,13.802083333333334,190.15729482032816,-1,,,0.0014591129422187766,0.0022627933143444163,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13068,0.0049161087,RIGHT+JUMP,Mario1-1,0,4.8625868055555586,13.0,1.1901041666666665,0.0,190.13741319444443,-1,,,0.0014461088776588527,0.003,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13090,0.001929113,SPRINT_R,Mario1-1,0,4.898220486111114,12.69763888888889,2.138020833333333,-18.14166666666667,190.10201996977503,-1,,,0.0014591129422187766,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13112,0.001929113,IDLE+JUMP,Mario1-1,0,4.931684027777781,12.405208333333334,2.0078124999999996,-17.545833333333338,190.06874790535636,-1,,,0.0014591129422187766,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13134,0.001929113,IDLE,Mario1-1,0,4.962977430555559,12.1240625,1.8776041666666663,-16.868750000000006,190.03706306550689,-1,,,0.0014591129422187766,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13156,0.0019451411,IDLE,Mario1-1,0,4.9921006944444475,11.854201388888889,1.747395833333333,-16.191666666666674,190.0079552433138,-1,,,0.0014751411080360431,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13178,0.0019390928,LEFT+JUMP,Mario1-1,0,5.017317708333336,11.594270833333333,1.513020833333333,-15.59583333333334,189.98311553107303,-1,,,0.0014690927267074605,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13200,0.0019390928,SPRINT_L,Mario1-1,0,5.038585069444447,11.345625,1.2760416666666663,-14.918750000000006,189.96172935372883,-1,,,0.0014690927267074605,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13222,0.0019390928,SPRINT_L,Mario1-1,0,5.0559027777777805,11.108263888888889,1.0390624999999996,-14.241666666666672,189.94412807621782,-1,,,0.0014690927267074605,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13244,0.0019563306,LEFT+JUMP,Mario1-1,0,5.069314236111114,10.880833333333333,0.8046874999999996,-13.64583333333334,189.93072314777183,-1,,,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13266,0.0019563306,SPRINT_R+JUMP,Mario1-1,0,5.086675347222225,10.663333333333334,1.0416666666666663,-13.050000000000006,189.91362306352806,-1,,,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13288,0.0019563306,IDLE,Mario1-1,0,5.101866319444447,10.457118055555556,0.9114583333333329,-12.372916666666672,189.89868386135504,-1,,,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13310,0.0019563306,SPRINT_L+JUMP,Mario1-1,0,5.113107638888891,10.260833333333334,0.6744791666666663,-11.777083333333339,189.88707150458657,-1,,,0.0014863306581973988,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
