step,device,n_envs,rollout_wall_s,env_step_s,policy_forward_s,train_s,eval_s,sps
4784128,cpu,8,13.692410,13.676657,0.015753,40.341949,0.000000,1196.58
4800512,cpu,8,117.264437,117.239889,0.024548,42.558236,101.439285,139.72
4816896,cpu,8,13.710301,13.695091,0.015210,42.862970,0.000000,1195.01
4833280,cpu,8,13.877546,13.856876,0.020670,40.905632,0.000000,1180.61
4849664,cpu,8,13.575285,13.559022,0.016263,41.135496,0.000000,1206.90
4866048,cpu,8,12.912673,12.898030,0.014643,39.195651,0.000000,1268.83
4882432,cpu,8,65.821768,65.797192,0.024576,39.661904,52.851437,248.91
4898816,cpu,8,12.819846,12.805210,0.014636,39.267008,0.000000,1278.02
4915200,cpu,8,12.900241,12.884082,0.016159,38.712588,0.000000,1270.05
4931584,cpu,8,13.074570,13.056195,0.018375,38.890025,0.000000,1253.12
4947968,cpu,8,12.865759,12.843755,0.022004,38.434917,0.000000,1273.46
4964352,cpu,8,134.604793,134.588546,0.016247,38.982197,121.626374,121.72
4980736,cpu,8,12.896109,12.879028,0.017081,38.308436,0.000000,1270.46
4997120,cpu,8,12.955112,12.930359,0.024753,38.608830,0.000000,1264.67
5013504,cpu,8,13.063873,13.048591,0.015282,38.172794,0.000000,1254.15
5029888,cpu,8,13.547986,13.533243,0.014743,38.364957,0.000000,1209.33
5046272,cpu,8,22.438450,22.422024,0.016425,40.691786,9.022758,730.18
5062656,cpu,8,13.114871,13.097019,0.017852,39.999739,0.000000,1249.27
5079040,cpu,8,13.991617,13.970373,0.021243,42.391343,0.000000,1170.99
5095424,cpu,8,14.459694,14.444151,0.015543,43.522201,0.000000,1133.08
5111808,cpu,8,14.062494,14.045786,0.016707,42.149280,0.000000,1165.08
5128192,cpu,8,22.397133,22.375165,0.021968,41.522046,9.508327,731.52
5144576,cpu,8,13.109240,13.091336,0.017904,39.226573,0.000000,1249.81
5160960,cpu,8,13.059504,13.042896,0.016608,38.945968,0.000000,1254.57
5177344,cpu,8,13.716601,13.701749,0.014852,39.965335,0.000000,1194.47
5193728,cpu,8,13.191909,13.176809,0.015100,39.437971,0.000000,1241.97
5210112,cpu,8,17.009737,16.994925,0.014812,40.136952,3.848697,963.21
5226496,cpu,8,13.258958,13.236953,0.022005,39.499291,0.000000,1235.69
5242880,cpu,8,13.283105,13.263474,0.019631,39.324678,0.000000,1233.45
5259264,cpu,8,15.146118,15.130489,0.015630,47.218854,0.000000,1081.73
5275648,cpu,8,14.300999,14.281792,0.019207,51.235927,0.000000,1145.65
5292032,cpu,8,19.611826,19.593793,0.018033,47.080169,6.054645,835.41
5308416,cpu,8,14.182166,14.160205,0.021961,44.551775,0.000000,1155.25
