step,total_reward,action,level,levels_completed,x,y,vx,vy,goal_dist,event,cause,gradient,coins,kills,win,time,death,grid_player_mean,grid_player_std,grid_player_min,grid_player_max,grid_solid_mean,grid_solid_std,grid_solid_min,grid_solid_max,grid_hazard_mean,grid_hazard_std,grid_hazard_min,grid_hazard_max,grid_collectible_mean,grid_collectible_std,grid_collectible_min,grid_collectible_max,scalar_mean,scalar_std,scalar_min,scalar_max,dijkstra_val,obs_warnings
15268,-0.0025,RUN+RIGHT+JUMP,1,12,22.704861111111097,13.682881944444446,15.885416666666666,11.875,13.495545715465811,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15272,-0.0025,RIGHT,1,12,22.97743055555554,13.880798611111112,16.354166666666664,11.875,13.193874694798609,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15276,2.6310778,RUN+LEFT,1,12,23.247829861111097,14.078715277777778,16.223958333333332,11.875,12.8960915875708,,,2.6315778493881226,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15280,-0.0025,LEFT,1,12,23.510416666666654,14.276631944444444,15.755208333333332,11.875,12.607921688176345,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15284,-0.0025,RIGHT,1,12,23.78081597222221,14.47454861111111,16.223958333333332,11.875,12.31403509190074,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15288,1.9731857,RUN+LEFT+JUMP,1,12,24.04904513888888,14.672465277777777,16.09375,11.875,12.024461340576599,,,1.973685622215271,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15292,-0.0025,RIGHT,1,12,24.325086805555546,14.870381944444443,16.5625,11.875,11.729434557950793,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15296,0.6573952,LEFT+JUMP,1,12,24.593315972222214,15.068298611111109,16.09375,11.875,11.444671598067737,,,0.6578952074050903,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15300,-0.0025,LEFT+JUMP,1,12,24.853732638888882,15.266215277777775,15.625,11.875,11.170394626150758,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15304,1.9731841,RUN+LEFT+JUMP,1,12,25.11197916666666,15.464131944444441,15.494791666666666,11.875,10.901199578031113,,,1.9736841320991516,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15308,-0.0025,JUMP,1,12,25.36805555555555,15.662048611111107,15.364583333333332,11.875,10.637314219811556,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15312,-0.0025,RUN+RIGHT+JUMP,1,12,25.634548611111107,15.859965277777773,15.989583333333332,11.875,10.366397263217657,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15316,0.6573937,LEFT,1,12,25.893229166666664,16.0,15.520833333333332,0.0,10.106770833333336,,,0.657893717288971,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15320,1.3152905,IDLE,1,12,26.140624999999996,15.7228125,14.843749999999998,-16.63125,9.863270669548784,,,1.3157904148101807,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15324,-0.0025,RUN+LEFT,1,12,26.38585069444444,15.456041666666666,14.713541666666664,-16.00625,9.629525301795372,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15328,-0.0025,RUN+RIGHT+JUMP,1,12,26.64149305555555,15.198437499999999,15.338541666666664,-15.45625,9.392771405214823,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15332,-0.6603952,JUMP,1,12,26.89496527777777,14.95,15.20833333333333,-14.90625,9.165378186025519,,,-0.6598952074050903,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15336,1.9731841,RUN+LEFT+JUMP,1,12,27.146267361111104,14.711979166666666,15.078124999999996,-14.28125,8.946931278825565,,,1.9736841320991516,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15340,-0.0025,RUN+LEFT,1,12,27.395399305555546,14.484374999999998,14.947916666666663,-13.65625,8.737063136515552,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15344,-0.0025,RUN+RIGHT,1,12,27.654947916666657,14.267187499999999,15.572916666666663,-13.03125,8.52305892468792,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15348,-0.0025,RUN+RIGHT,1,12,27.924913194444436,14.060416666666665,16.197916666666664,-12.40625,8.304758300167562,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15352,1.3152905,RUN+LEFT+JUMP,1,12,28.192708333333325,13.864062499999998,16.067708333333332,-11.78125,8.094197438431383,,,1.3157904148101807,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15356,-0.0025,RIGHT,1,12,28.468315972222214,13.678124999999998,16.536458333333332,-11.15625,7.881457213606378,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15360,-0.0025,RUN+LEFT,1,12,28.741753472222214,13.502604166666664,16.40625,-10.53125,7.675879663357744,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15364,1.9731841,RUN+RIGHT+JUMP,1,12,29.025607638888882,13.336249999999998,17.03125,-9.98125,7.465769409057925,,,1.9736841320991516,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15368,-0.0025,RUN+RIGHT,1,12,29.319878472222214,13.180312499999998,17.65625,-9.35625,7.250838656564941,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15372,-0.0025,RIGHT,1,12,29.621961805555546,13.034791666666663,18.125,-8.73125,7.0336215188096185,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15376,-0.6603952,IDLE,1,12,29.92187499999999,12.899687499999997,17.994791666666668,-8.10625,6.8231621051592635,,,-0.6598952074050903,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15380,1.9731841,IDLE,1,12,30.219618055555546,12.774999999999997,17.864583333333336,-7.481249999999999,6.619172185678467,,,1.9736841320991516,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15384,-0.0025,RUN+RIGHT+JUMP,1,12,30.527777777777768,12.660729166666663,18.489583333333336,-6.856249999999999,6.410611963590804,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15388,-0.0025,RUN+RIGHT+JUMP,1,12,30.846354166666657,12.556874999999996,19.114583333333336,-6.231249999999999,6.197997671914628,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15392,1.9731841,RIGHT+JUMP,1,12,31.172743055555546,12.463437499999996,19.583333333333336,-5.606249999999999,5.984119310649937,,,1.9736841320991516,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15396,-0.0025,IDLE,1,12,31.496961805555546,12.380416666666662,19.453125000000004,-4.981249999999999,5.77743338235674,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15400,-0.0025,RUN+LEFT,1,12,31.819010416666657,12.307812499999995,19.32291666666667,-4.356249999999999,5.577895878474087,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15404,1.9731841,RUN+LEFT,1,12,32.13888888888888,12.245624999999995,19.19270833333334,-3.7312499999999993,5.385490753215606,,,1.9736841320991516,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15408,-0.0025,RIGHT+JUMP,1,12,32.4665798611111,12.19385416666666,19.66145833333334,-3.1062499999999993,5.193438550951228,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15412,-0.0025,RUN+LEFT,1,12,32.792100694444436,12.152499999999995,19.531250000000007,-2.4812499999999993,5.0093786245984555,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15416,-0.0025,RUN+LEFT,1,12,33.11545138888888,12.121562499999994,19.401041666666675,-1.8562499999999993,4.833518193952455,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15420,-0.0025,RUN+RIGHT,1,12,33.44921874999999,12.10104166666666,20.026041666666675,-1.2312499999999993,4.659223226077614,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15424,-0.0025,LEFT+JUMP,1,12,33.77517361111111,12.090937499999994,19.557291666666675,-0.6062499999999993,4.497846383504298,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15428,-0.0025,RUN+LEFT+JUMP,1,12,34.09895833333333,12.091249999999993,19.427083333333343,0.01875000000000071,4.3465257368273855,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15432,-0.0025,LEFT,1,12,34.41493055555555,12.108923611111104,18.958333333333343,1.0604166666666675,4.201537886046024,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15436,-0.0025,RIGHT+JUMP,1,12,34.73871527777777,12.143958333333327,19.427083333333343,2.102083333333334,4.057079797783216,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15440,-0.0025,JUMP,1,12,35.06032986111111,12.19635416666666,19.29687500000001,3.1437500000000007,3.917997140804667,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15444,-0.0025,LEFT+JUMP,1,12,35.37413194444444,12.266111111111105,18.82812500000001,4.185416666666668,3.7859790091247,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15448,-0.0025,JUMP,1,12,35.685763888888886,12.35322916666666,18.69791666666668,5.227083333333335,3.660284393920366,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15452,-0.0025,RUN+RIGHT+JUMP,1,12,36.0078125,12.457708333333327,19.32291666666668,6.268750000000002,3.5423002818638065,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15456,-0.0025,RUN+RIGHT,1,12,36.0,12.579548611111106,0.0,7.310416666666669,3.4204513888888943,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15460,-0.0025,RUN+RIGHT+JUMP,1,12,36.010416666666664,12.718749999999995,0.625,8.352083333333335,3.2812665343498812,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15464,-0.0025,IDLE,1,12,36.01866319444444,12.875312499999994,0.49479166666666663,9.39375,3.1247432354488196,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15468,2.6310794,LEFT+JUMP,1,12,36.01909722222222,13.049236111111105,0.02604166666666663,10.435416666666667,2.950825686459185,,,2.631579339504242,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15472,-0.0025,RIGHT+JUMP,1,12,36.02734375,13.240520833333328,0.49479166666666663,11.477083333333333,2.7596146383021405,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15476,-0.0025,RUN+LEFT+JUMP,1,12,36.0,13.438437499999994,0.0,11.875,2.561562500000006,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15480,-0.0025,LEFT+JUMP,1,12,35.9921875,13.63635416666666,-0.46875,11.875,2.363658744529402,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15484,-0.0025,IDLE,1,12,35.986545138888886,13.834270833333326,-0.33854166666666663,11.875,2.165770961260273,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15488,2.6310785,LEFT,1,12,35.97309027777777,14.032187499999992,-0.8072916666666666,11.875,1.9679964858470553,,,2.6315785944461823,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15492,-0.0025,RUN+RIGHT,1,12,35.97005208333333,14.230104166666658,-0.18229166666666663,11.875,1.7701491853974904,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15496,-0.0025,LEFT+JUMP,1,12,35.959201388888886,14.428020833333324,-0.6510416666666666,11.875,1.5725085141590338,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15500,-0.0025,RIGHT,1,12,35.95616319444444,14.62593749999999,-0.18229166666666663,11.875,1.3747615863951075,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15504,-0.0025,IDLE,1,12,35.955295138888886,14.823854166666656,-0.05208333333333329,11.875,1.1769951341761569,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15508,199.9975,RUN+LEFT+JUMP,2,13,35.955295138888886,15.021770833333322,0.0,11.875,0.9792501351158174,WIN,Goal,-0.002,0.0,0.0,200.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15512,1.1975,RIGHT,2,13,3.0078125,16.010416666666668,0.46875,0.625,32.99218914443388,,,-0.002,1.2000000000000002,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15516,-0.0025,RUN+LEFT+JUMP,2,13,3.013454861111111,16.0,0.33854166666666663,0.0,32.986545138888886,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15520,-0.0025,RUN+RIGHT,2,13,3.060763888888889,16.010416666666668,2.8385416666666665,0.625,32.9392377581885,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15524,-0.0025,RIGHT,2,13,3.1158854166666665,16.0,3.3072916666666665,0.0,32.884114583333336,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15528,-0.0025,LEFT,2,13,3.153645833333333,16.010416666666668,2.265625,0.625,32.846355818401605,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15532,-0.6603922,JUMP,2,13,3.1892361111111107,15.731979166666667,2.1354166666666665,-16.70625,32.81185855966583,,,-0.6598922271728516,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15536,-0.0025,IDLE,2,13,3.2226562499999996,15.463958333333334,2.005208333333333,-16.08125,32.78172667774025,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15540,-0.0025,IDLE,2,13,3.2539062499999996,15.206354166666667,1.8749999999999998,-15.45625,32.75570987770768,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15544,-1.3182905,RUN+RIGHT+JUMP,2,13,3.295572916666666,14.957916666666668,2.5,-14.90625,32.721025175300944,,,-1.3177904148101807,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15548,-0.0025,IDLE,2,13,3.3350694444444438,14.719895833333334,2.3697916666666665,-14.28125,32.69000389839047,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15552,-0.0025,IDLE,2,13,3.3723958333333326,14.492291666666667,2.239583333333333,-13.65625,32.662420885094946,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15556,-0.0025,IDLE,2,13,3.4075520833333326,14.275104166666667,2.1093749999999996,-13.03125,32.6380594833161,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15560,-0.0025,LEFT,2,13,3.4348958333333326,14.068333333333333,1.6406249999999996,-12.40625,32.622344267341695,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15564,-0.6603982,JUMP,2,13,3.4600694444444438,13.870729166666667,1.5104166666666663,-11.85625,32.60952122988104,,,-0.6598981876373291,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15568,-0.0025,RUN+LEFT+JUMP,2,13,3.483072916666666,13.683541666666667,1.380208333333333,-11.23125,32.59933321638476,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15572,-0.0025,RUN+LEFT,2,13,3.5039062499999996,13.506770833333334,1.2499999999999998,-10.60625,32.59159862121382,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15576,-0.0025,RUN+RIGHT+JUMP,2,13,3.5351562499999996,13.339166666666667,1.8749999999999998,-10.056249999999999,32.57370279442747,,,-0.002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
