step,total_reward,action,level,x,y,vx,vy,goal_dist,event,cause,movement,coins,kills,win,time,death
121517,0.00924677,RIGHT,0,16.819010416666657,12.976006944444443,15.234374999999988,0.5447916666666605,19.180989583333343,,,0.03173828125,0.0,0.0,0.0,0,0.0
121528,0.009499511,RIGHT,0,17.0798611111111,13.002447916666664,15.651041666666654,1.586458333333327,18.9201388888889,,,0.03260633680555536,0.0,0.0,0.0,0,0.0
121539,0.009246462,LEFT+JUMP,0,17.3337673611111,13.046249999999997,15.234374999999988,2.6281249999999936,18.6662326388889,,,0.03173828125,0.0,0.0,0.0,0,0.0
121550,0.009167293,RUN+LEFT+JUMP,0,17.58550347222221,13.107413194444442,15.104166666666654,3.6697916666666606,18.41449652777779,,,0.03146701388888884,0.0,0.0,0.0,0,0.0
121561,0.008914275,LEFT,0,17.83029513888888,13.185937499999998,14.687499999999988,4.7114583333333275,18.16970486111112,,,0.03059895833333348,0.0,0.0,0.0,0,0.0
121572,0.008835131,RUN+LEFT,0,18.072916666666657,13.281822916666664,14.557291666666654,5.7531249999999945,17.927083333333343,,,0.03032769097222232,0.0,0.0,0.0,0,0.0
121583,0.008755997,JUMP,0,18.313368055555546,13.395069444444442,14.42708333333332,6.7947916666666615,17.686631944444454,,,0.03005642361111116,0.0,0.0,0.0,0,0.0
121594,0.008676872,IDLE,0,18.551649305555546,13.52567708333333,14.296874999999986,7.836458333333328,17.448350694444454,,,0.02978515625,0.0,0.0,0.0,0,0.0
121605,0.008929655,RIGHT,0,18.79687499999999,13.67364583333333,14.713541666666652,8.878124999999995,17.20312500000001,,,0.030653211805555358,0.0,0.0,0.0,0,0.0
121616,0.008676695,LEFT,0,19.03515624999999,13.838975694444441,14.296874999999986,9.919791666666661,16.96484375000001,,,0.02978515625,0.0,0.0,0.0,0,0.0
121627,0.009055843,RUN+RIGHT,0,19.283854166666657,14.021666666666663,14.921874999999986,10.961458333333328,16.716145833333343,,,0.03108723958333348,0.0,0.0,0.0,0,0.0
121638,0.009308555,RIGHT+JUMP,0,19.539496527777768,14.209166666666663,15.338541666666652,11.25,16.460503472222232,,,0.03195529513888884,0.0,0.0,0.0,0,0.0
121649,0.009229391,IDLE,0,19.79296874999999,14.396666666666663,15.208333333333318,11.25,16.20703125000001,,,0.03168402777777768,0.0,0.0,0.0,0,0.0
121660,0.009482111,RIGHT+JUMP,0,20.053385416666657,14.584166666666663,15.624999999999984,11.25,15.946614583333343,,,0.03255208333333348,0.0,0.0,0.0,0,0.0
121671,0.009402963,RUN+LEFT,0,20.311631944444436,14.771666666666663,15.49479166666665,11.25,15.688368055555564,,,0.03228081597222232,0.0,0.0,0.0,0,0.0
121682,0.009323827,JUMP,0,20.567708333333325,14.959166666666663,15.364583333333316,11.25,15.432291666666675,,,0.03200954861111116,0.0,0.0,0.0,0,0.0
121693,0.00907087,LEFT+JUMP,0,20.816840277777768,15.146666666666663,14.94791666666665,11.25,15.183159722222232,,,0.031141493055555358,0.0,0.0,0.0,0,0.0
121704,0.008991756,RUN+LEFT+JUMP,0,21.06380208333332,15.334166666666663,14.817708333333316,11.25,14.936197916666679,,,0.030870225694444198,0.0,0.0,0.0,0,0.0
121715,0.008912652,JUMP,0,21.30859374999999,15.521666666666663,14.687499999999982,11.25,14.69140625000001,,,0.03059895833333348,0.0,0.0,0.0,0,0.0
121726,0.008659731,LEFT,0,21.54644097222221,15.709166666666663,14.270833333333316,11.25,14.45355902777779,,,0.02973090277777768,0.0,0.0,0.0,0,0.0
121737,0.008580646,RUN+LEFT+JUMP,0,21.782118055555543,15.896666666666663,14.140624999999982,11.25,14.217881944444457,,,0.02945963541666652,0.0,0.0,0.0,0,0.0
121748,0.00850157,RUN+LEFT+JUMP,0,22.015624999999986,16.0,14.010416666666648,0.0,13.984375000000014,,,0.029188368055555358,0.0,0.0,0.0,0,0.0
121759,0.009765676,RIGHT+JUMP,0,22.283854166666654,15.749131944444445,16.093749999999982,-15.052083333333334,13.716145833333346,,,0.03352864583333348,0.0,0.0,0.0,0,0.0
121770,0.009686607,JUMP,0,22.549913194444432,15.508958333333334,15.963541666666648,-14.410416666666668,13.450086805555568,,,0.03325737847222232,0.0,0.0,0.0,0,0.0
121781,0.009433725,LEFT,0,22.809027777777764,15.279635416666668,15.546874999999982,-13.759375000000002,13.190972222222236,,,0.03238932291666652,0.0,0.0,0.0,0,0.0
121792,0.009180852,LEFT+JUMP,0,23.061197916666654,15.061006944444445,15.130208333333316,-13.117708333333336,12.938802083333346,,,0.03152126736111116,0.0,0.0,0.0,0,0.0
121803,0.009101807,RUN+LEFT,0,23.311197916666654,14.853229166666667,14.999999999999982,-12.46666666666667,12.688802083333346,,,0.03125,0.0,0.0,0.0,0,0.0
121814,1.4655814,RIGHT,0,23.568142361111097,14.656302083333333,15.416666666666648,-11.815625000000004,12.431857638888903,,,0.03211805555555536,5.0,0.0,0.0,0,0.0
121825,0.009101046,LEFT+JUMP,0,23.818142361111097,14.470069444444444,14.999999999999982,-11.173958333333339,12.181857638888903,,,0.03125,0.0,0.0,0.0,0,0.0
121836,0.00884789,LEFT,0,24.06119791666665,14.2946875,14.583333333333316,-10.522916666666672,11.93880208333335,,,0.030381944444444198,0.0,0.0,0.0,0,0.0
121847,0.0087685585,RUN+LEFT+JUMP,0,24.302083333333318,14.13015625,14.453124999999982,-9.871875000000006,11.697916666666682,,,0.03011067708333348,0.0,0.0,0.0,0,0.0
121858,0.008689244,IDLE,0,24.540798611111097,13.976475694444446,14.322916666666648,-9.22083333333334,11.459201388888903,,,0.02983940972222232,0.0,0.0,0.0,0,0.0
121869,0.008609949,JUMP,0,24.777343749999986,13.833489583333334,14.192708333333314,-8.579166666666675,11.222656250000014,,,0.02956814236111116,0.0,0.0,0.0,0,0.0
121880,0.008862418,RIGHT+JUMP,0,25.020833333333318,13.701197916666667,14.60937499999998,-7.937500000000008,10.979166666666682,,,0.03043619791666652,0.0,0.0,0.0,0,0.0
121891,0.008609379,LEFT,0,25.257378472222207,13.579756944444444,14.192708333333314,-7.286458333333341,10.742621527777793,,,0.02956814236111116,0.0,0.0,0.0,0,0.0
121902,0.008356369,LEFT+JUMP,0,25.48697916666665,13.469010416666666,13.776041666666648,-6.644791666666674,10.51302083333335,,,0.028700086805555358,0.0,0.0,0.0,0,0.0
121913,0.008735228,RUN+RIGHT+JUMP,0,25.72699652777776,13.369114583333333,14.401041666666648,-5.9937500000000075,10.27300347222224,,,0.03000217013888884,0.0,0.0,0.0,0,0.0
121924,0.0086560035,IDLE,0,25.964843749999982,13.280069444444445,14.270833333333314,-5.3427083333333405,10.035156250000018,,,0.02973090277777768,0.0,0.0,0.0,0,0.0
121935,0.009034854,RUN+RIGHT+JUMP,0,26.21310763888887,13.201875000000001,14.895833333333314,-4.6916666666666735,9.786892361111128,,,0.03103298611111116,0.0,0.0,0.0,0,0.0
121946,0.008955647,RUN+LEFT+JUMP,0,26.45920138888887,13.13453125,14.76562499999998,-4.040625000000007,9.540798611111128,,,0.03076171875,0.0,0.0,0.0,0,0.0
121957,0.0093344925,RUN+RIGHT,0,26.71571180555554,13.078038194444444,15.39062499999998,-3.38958333333334,9.28428819444446,,,0.03206380208333348,0.0,0.0,0.0,0,0.0
121968,0.009586977,RIGHT+JUMP,0,26.97916666666665,13.032395833333332,15.807291666666647,-2.7385416666666735,9.02083333333335,,,0.03293185763888884,0.0,0.0,0.0,0,0.0
121979,0.009334064,LEFT,0,27.235677083333318,12.997604166666665,15.39062499999998,-2.087500000000007,8.764322916666682,,,0.03206380208333348,0.0,0.0,0.0,0,0.0
121990,0.009254898,JUMP,0,27.490017361111097,12.973663194444443,15.260416666666647,-1.4364583333333405,8.509982638888903,,,0.03179253472222232,0.0,0.0,0.0,0,0.0
122001,0.009002023,LEFT,0,27.73741319444443,12.960572916666665,14.84374999999998,-0.7854166666666739,8.262586805555571,,,0.03092447916666652,0.0,0.0,0.0,0,0.0
122012,0.008749167,LEFT,0,27.977864583333318,12.958333333333332,14.427083333333314,-0.13437500000000724,8.022135416666682,,,0.03005642361111116,0.0,0.0,0.0,0,0.0
122023,0.008670047,RUN+LEFT,0,28.216145833333318,12.966944444444444,14.29687499999998,0.5166666666666594,7.783854166666682,,,0.02978515625,0.0,0.0,0.0,0,0.0
122034,0.0085909385,RUN+LEFT,0,28.45225694444443,12.992916666666666,14.166666666666647,1.558333333333326,7.547743055555571,,,0.02951388888888884,0.0,0.0,0.0,0,0.0
122045,0.00851184,IDLE,0,28.68619791666665,13.036249999999999,14.036458333333313,2.5999999999999925,7.31380208333335,,,0.02924262152777768,0.0,0.0,0.0,0,0.0
122056,0.008764379,RIGHT,0,28.927083333333318,13.096944444444443,14.453124999999979,3.6416666666666595,7.072916666666682,,,0.03011067708333348,0.0,0.0,0.0,0,0.0
122067,0.009143248,RUN+RIGHT,0,29.17838541666665,13.174999999999999,15.078124999999979,4.6833333333333265,6.82161458333335,,,0.03141276041666652,0.0,0.0,0.0,0,0.0
122078,0.0090641705,RUN+LEFT+JUMP,0,29.427517361111093,13.270416666666666,14.947916666666645,5.724999999999993,6.572482638888907,,,0.031141493055555358,0.0,0.0,0.0,0,0.0
122089,0.0093167145,RIGHT+JUMP,0,29.683593749999982,13.383194444444444,15.36458333333331,6.76666666666666,6.316406250000018,,,0.03200954861111116,0.0,0.0,0.0,0,0.0
122100,0.009695587,RUN+RIGHT+JUMP,0,29.950086805555536,13.513333333333332,15.98958333333331,7.808333333333327,6.049913194444464,,,0.0333116319444442,0.0,0.0,0.0,0,0.0
122111,0.009616528,RUN+LEFT+JUMP,0,30.214409722222204,13.660833333333331,15.859374999999977,8.849999999999994,5.785590277777796,,,0.03304036458333348,0.0,0.0,0.0,0,0.0
122122,0.0093637835,LEFT,0,30.471788194444425,13.825694444444443,15.44270833333331,9.89166666666666,5.528211805555575,,,0.03217230902777768,0.0,0.0,0.0,0,0.0
122133,0.009616343,RIGHT+JUMP,0,30.736111111111093,14.007916666666665,15.859374999999977,10.933333333333326,5.263888888888907,,,0.03304036458333348,0.0,0.0,0.0,0,0.0
122144,0.009995228,RUN+RIGHT,0,31.010850694444425,14.195416666666665,16.48437499999998,11.25,4.989149305555575,,,0.03434244791666652,0.0,0.0,0.0,0,0.0
122155,0.010247822,RIGHT,0,31.292534722222204,14.382916666666665,16.901041666666647,11.25,4.707465277777796,,,0.03521050347222232,0.0,0.0,0.0,0,0.0
122166,0.010500423,RIGHT+JUMP,0,31.581163194444425,14.570416666666665,17.317708333333314,11.25,4.418836805555575,,,0.03607855902777768,0.0,0.0,0.0,0,0.0
122177,0.010753029,RIGHT+JUMP,0,31.876736111111093,14.757916666666665,17.734374999999982,11.25,4.123263888888907,,,0.03694661458333348,0.0,0.0,0.0,0,0.0
122188,0.010500361,LEFT+JUMP,0,32.165364583333314,14.945416666666665,17.317708333333314,11.25,3.8346354166666856,,,0.03607855902777768,0.0,0.0,0.0,0,0.0
122199,0.010421392,JUMP,0,32.45182291666665,15.132916666666665,17.187499999999982,11.25,3.54817708333335,,,0.03580729166666696,0.0,0.0,0.0,0,0.0
122210,0.010342429,RUN+LEFT,0,32.73611111111109,15.320416666666665,17.05729166666665,11.25,3.263888888888907,,,0.03553602430555536,0.0,0.0,0.0,0,0.0
122221,0.010595064,RIGHT+JUMP,0,33.02734374999998,15.507916666666665,17.473958333333318,11.25,2.9726562500000213,,,0.036404079861110716,0.0,0.0,0.0,0,0.0
122232,0.0105161015,IDLE,0,33.31640624999998,15.695416666666665,17.343749999999986,11.25,2.6835937500000213,,,0.0361328125,0.0,0.0,0.0,0,0.0
122243,0.010263455,LEFT,0,33.598524305555536,15.882916666666665,16.927083333333318,11.25,2.401475694444464,,,0.03526475694444464,0.0,0.0,0.0,0,0.0
122254,0.010010815,LEFT,0,33.87369791666665,16.0,16.51041666666665,0.0,2.12630208333335,,,0.034396701388889284,0.0,0.0,0.0,0,0.0
122265,0.011905611,RUN+RIGHT,0,34.20095486111109,15.749288194444444,19.63541666666665,-15.042708333333334,1.799045138888907,,,0.04090711805555536,0.0,0.0,0.0,0,0.0
122276,0.01215826,RIGHT+JUMP,0,34.53515624999998,15.509270833333334,20.052083333333318,-14.401041666666668,1.4648437500000213,,,0.041775173611110716,0.0,0.0,0.0,0,0.0
122287,0.012410915,RIGHT+JUMP,0,34.876302083333314,15.279947916666668,20.468749999999986,-13.759375000000002,1.1236979166666856,,,0.04264322916666696,0.0,0.0,0.0,0,0.0
122298,-1.1611395,IDLE,1,3.0,16.0,0.0,0.0,33.0,,,-3.989537760416664,0.0,0.0,0.0,0,0.0
122309,-0.001455258,IDLE,1,3.0,16.010850694444443,0.0,0.6510416666666666,33.0,,,-0.005,0.0,0.0,0.0,0,0.0
122320,-0.0014552857,RUN+LEFT,1,3.0,16.0,0.0,0.0,33.0,,,-0.005,0.0,0.0,0.0,0,0.0
122331,-0.0014553139,IDLE,1,3.0,16.010850694444443,0.0,0.6510416666666666,33.0,,,-0.005,0.0,0.0,0.0,0,0.0
122342,0.00037899538,RUN+RIGHT,1,3.0104166666666665,16.0,0.625,0.0,32.989583333333336,,,0.0013020833333330373,0.0,0.0,0.0,0,0.0
122353,0.00022108499,RUN+LEFT+JUMP,1,3.0164930555555554,16.010850694444443,0.3645833333333333,0.6510416666666666,32.98350694444444,,,0.0007595486111116045,0.0,0.0,0.0,0,0.0
122364,-0.001486984,LEFT+JUMP,1,3.015625,15.76097222222222,-0.05208333333333337,-14.992708333333335,32.984375,,,-0.005108506944444642,0.0,0.0,0.0,0,0.0
122375,-0.001455429,RUN+LEFT,1,3.015625,15.521944444444442,0.0,-14.341666666666669,32.984375,,,-0.005,0.0,0.0,0.0,0,0.0
122386,-0.0014554585,RUN+LEFT+JUMP,1,3.015625,15.293767361111108,0.0,-13.690625000000002,32.984375,,,-0.005,0.0,0.0,0.0,0,0.0
122397,-0.0014554881,JUMP,1,3.015625,15.07628472222222,0.0,-13.048958333333337,32.984375,,,-0.005,0.0,0.0,0.0,0,0.0
122408,-0.001455518,RUN+LEFT+JUMP,1,3.015625,14.869652777777775,0.0,-12.39791666666667,32.984375,,,-0.005,0.0,0.0,0.0,0,0.0
122419,-0.0014555481,JUMP,1,3.015625,14.673715277777776,0.0,-11.756250000000005,32.984375,,,-0.005,0.0,0.0,0.0,0,0.0
122430,-0.0017082831,LEFT+JUMP,1,3.0086805555555554,14.488472222222219,-0.4166666666666667,-11.11458333333334,32.99131944444444,,,-0.005868055555555358,0.0,0.0,0.0,0,0.0
122441,-0.0016293472,RUN+LEFT,1,3.00390625,14.314079861111107,-0.28645833333333337,-10.463541666666673,32.99609375,,,-0.005596788194444642,0.0,0.0,0.0,0,0.0
122452,-0.0018820971,LEFT+JUMP,1,2.9921875,14.15038194444444,-0.703125,-9.821875000000007,33.0078125,,,-0.00646484375,0.0,0.0,0.0,0,0.0
122463,-0.001803162,RUN+LEFT+JUMP,1,2.982638888888889,13.997534722222218,-0.5729166666666666,-9.170833333333341,33.017361111111114,,,-0.006193576388889284,0.0,0.0,0.0,0,0.0
122474,-0.0014241117,RUN+RIGHT,1,2.983506944444444,13.85553819444444,0.05208333333333337,-8.519791666666675,33.01649305555556,,,-0.004891493055555358,0.0,0.0,0.0,0,0.0
122485,0.0004106889,RUN+RIGHT,1,2.9947916666666665,13.724392361111107,0.6770833333333334,-7.868750000000008,33.005208333333336,,,0.001410590277777679,0.0,0.0,0.0,0,0.0
122496,0.00033171757,RUN+LEFT+JUMP,1,3.00390625,13.604097222222219,0.546875,-7.217708333333341,32.99609375,,,0.0011393229166669627,0.0,0.0,0.0,0,0.0
122507,0.00058446784,RIGHT+JUMP,1,3.0199652777777777,13.494496527777773,0.9635416666666667,-6.576041666666675,32.98003472222222,,,0.002007378472222321,0.0,0.0,0.0,0,0.0
122518,0.00033173175,LEFT,1,3.029079861111111,13.395746527777773,0.546875,-5.925000000000008,32.970920138888886,,,0.0011393229166669627,0.0,0.0,0.0,0,0.0
122529,0.00025275123,JUMP,1,3.036024305555556,13.307847222222216,0.41666666666666663,-5.273958333333341,32.96397569444444,,,0.0008680555555553582,0.0,0.0,0.0,0,0.0
122540,-0.0014558664,LEFT,1,3.036024305555556,13.230798611111105,-5.551115123125783e-17,-4.622916666666674,32.96397569444444,,,-0.005,0.0,0.0,0.0,0,0.0
122551,-0.0017086441,LEFT,1,3.029079861111111,13.164600694444438,-0.41666666666666674,-3.9718750000000074,32.970920138888886,,,-0.005868055555555358,0.0,0.0,0.0,0,0.0
122562,-0.0019614296,LEFT,1,3.0151909722222223,13.109253472222216,-0.8333333333333335,-3.320833333333341,32.98480902777778,,,-0.006736111111111605,0.0,0.0,0.0,0,0.0
122573,-0.0015823101,RUN+RIGHT,1,3.01171875,13.064756944444438,-0.20833333333333348,-2.6697916666666743,32.98828125,,,-0.005434027777777679,0.0,0.0,0.0,0,0.0
122584,-0.0015033431,RUN+LEFT,1,3.0104166666666665,13.031111111111105,-0.07812500000000014,-2.018750000000008,32.989583333333336,,,-0.005162760416666963,0.0,0.0,0.0,0,0.0
122595,0.00033176423,RUN+RIGHT,1,3.01953125,13.008315972222217,0.5468749999999999,-1.3677083333333413,32.98046875,,,0.0011393229166669627,0.0,0.0,0.0,0,0.0
122606,7.899271e-05,LEFT,1,3.021701388888889,12.996371527777772,0.1302083333333332,-0.7166666666666747,32.978298611111114,,,0.00027126736111071637,0.0,0.0,0.0,0,0.0
122617,0.00033177462,RIGHT,1,3.0308159722222223,12.99527777777777,0.5468749999999999,-0.06562500000000804,32.96918402777778,,,0.0011393229166669627,0.0,0.0,0.0,0,0.0
122628,0.00025278475,RUN+LEFT,1,3.037760416666667,13.005034722222215,0.4166666666666665,0.5854166666666586,32.962239583333336,,,0.0008680555555553582,0.0,0.0,0.0,0,0.0
122639,0.00017379237,RUN+LEFT+JUMP,1,3.0425347222222223,13.03215277777777,0.28645833333333315,1.6270833333333252,32.95746527777778,,,0.0005967881944446418,0.0,0.0,0.0,0,0.0
122650,9.479744e-05,JUMP,1,3.045138888888889,13.076631944444436,0.1562499999999998,2.668749999999992,32.954861111111114,,,0.0003255208333330373,0.0,0.0,0.0,0,0.0
122661,-0.0016140918,LEFT,1,3.040798611111111,13.138472222222214,-0.26041666666666685,3.710416666666659,32.959201388888886,,,-0.005542534722221433,0.0,0.0,0.0,0,0.0
122672,-0.0015351014,RUN+LEFT,1,3.0386284722222223,13.217673611111103,-0.1302083333333335,4.752083333333326,32.96137152777778,,,-0.005271267361111605,0.0,0.0,0.0,0,0.0
122683,0.00030019655,RUN+RIGHT,1,3.046875,13.314236111111102,0.4947916666666665,5.793749999999993,32.953125,,,0.001030815972222321,0.0,0.0,0.0,0,0.0
122694,4.7399757e-05,LEFT+JUMP,1,3.0481770833333335,13.428159722222214,0.07812499999999983,6.83541666666666,32.951822916666664,,,0.00016276041666696273,0.0,0.0,0.0,0,0.0
122705,0.00042660077,RUN+RIGHT,1,3.0598958333333335,13.559444444444436,0.7031249999999998,7.877083333333327,32.940104166666664,,,0.00146484375,0.0,0.0,0.0,0,0.0
122716,0.00034760323,RUN+LEFT,1,3.0694444444444446,13.70809027777777,0.5729166666666664,8.918749999999994,32.93055555555556,,,0.0011935763888883955,0.0,0.0,0.0,0,0.0
122727,0.00060041045,RIGHT+JUMP,1,3.0859375,13.874097222222213,0.989583333333333,9.96041666666666,32.9140625,,,0.002061631944444642,0.0,0.0,0.0,0,0.0
122738,0.0005214136,RUN+LEFT+JUMP,1,3.1002604166666665,14.057465277777768,0.8593749999999997,11.002083333333326,32.899739583333336,,,0.0017903645833330373,0.0,0.0,0.0,0,0.0
122749,0.00026860944,LEFT+JUMP,1,3.107638888888889,14.244965277777768,0.442708333333333,11.25,32.892361111111114,,,0.0009223090277776791,0.0,0.0,0.0,0,0.0
122760,0.0005214233,RIGHT,1,3.1219618055555554,14.432465277777768,0.8593749999999997,11.25,32.87803819444444,,,0.0017903645833339255,0.0,0.0,0.0,0,0.0
122771,0.00044242424,IDLE,1,3.134114583333333,14.619965277777768,0.7291666666666663,11.25,32.865885416666664,,,0.001519097222222321,0.0,0.0,0.0,0,0.0
122782,0.0006952454,RIGHT,1,3.1532118055555554,14.807465277777768,1.145833333333333,11.25,32.84678819444444,,,0.002387152777777679,0.0,0.0,0.0,0,0.0
122793,0.0009480723,RIGHT,1,3.179253472222222,14.994965277777768,1.5624999999999998,11.25,32.82074652777778,,,0.0032552083333330373,0.0,0.0,0.0,0,0.0
122804,0.0013273164,RUN+RIGHT+JUMP,1,3.2157118055555554,15.182465277777768,2.1875,11.25,32.78428819444444,,,0.004557291666666963,0.0,0.0,0.0,0,0.0
122815,0.0015801572,RIGHT+JUMP,1,3.259114583333333,15.369965277777768,2.6041666666666665,11.25,32.740885416666664,,,0.005425347222222321,0.0,0.0,0.0,0,0.0
122826,0.0019594186,RUN+RIGHT+JUMP,1,3.3129340277777777,15.557465277777768,3.2291666666666665,11.25,32.68706597222222,,,0.006727430555555358,0.0,0.0,0.0,0,0.0
122837,0.0018804335,IDLE,1,3.364583333333333,15.744965277777768,3.098958333333333,11.25,32.635416666666664,,,0.006456163194444642,0.0,0.0,0.0,0,0.0
122848,0.0021332926,RIGHT,1,3.423177083333333,15.932465277777768,3.5156249999999996,11.25,32.576822916666664,,,0.00732421875,0.0,0.0,0.0,0,0.0
122859,0.002054309,IDLE,1,3.479600694444444,16.0,3.385416666666666,0.0,32.52039930555556,,,0.0070529513888883955,0.0,0.0,0.0,0,0.0
122870,0.0033185447,RIGHT,1,3.5707465277777777,15.749288194444444,5.46875,-15.042708333333334,32.42925347222222,,,0.011393229166666963,0.0,0.0,0.0,0,0.0
122881,0.0035714363,RIGHT+JUMP,1,3.6688368055555554,15.509270833333334,5.885416666666667,-14.401041666666668,32.33116319444444,,,0.012261284722222321,0.0,0.0,0.0,0,0.0
122892,0.0033185808,LEFT+JUMP,1,3.759982638888889,15.279947916666668,5.46875,-13.759375000000002,32.240017361111114,,,0.011393229166666075,0.0,0.0,0.0,0,0.0
122903,0.0036978882,RUN+RIGHT,1,3.861545138888889,15.061475694444445,6.09375,-13.108333333333336,32.138454861111114,,,0.0126953125,0.0,0.0,0.0,0,0.0
122914,0.0034450805,LEFT+JUMP,1,3.956163194444444,14.853697916666667,5.677083333333333,-12.46666666666667,32.04383680555556,,,0.011827256944444642,0.0,0.0,0.0,0,0.0
122925,0.0033661043,RUN+LEFT,1,4.048611111111111,14.656770833333333,5.546875,-11.815625000000004,31.95138888888889,,,0.011555989583333481,0.0,0.0,0.0,0,0.0
122936,0.0032871354,RUN+LEFT+JUMP,1,4.138888888888888,14.470694444444444,5.416666666666667,-11.164583333333338,31.86111111111111,,,0.011284722222222321,0.0,0.0,0.0,0,0.0
122947,0.0032081653,RUN+LEFT+JUMP,1,4.226996527777778,14.29546875,5.286458333333334,-10.513541666666672,31.77300347222222,,,0.01101345486111116,0.0,0.0,0.0,0,0.0
122958,0.0031291936,IDLE,1,4.312934027777778,14.13109375,5.156250000000001,-9.862500000000006,31.68706597222222,,,0.0107421875,0.0,0.0,0.0,0,0.0
122969,0.002876384,LEFT+JUMP,1,4.391927083333333,13.977413194444445,4.739583333333334,-9.22083333333334,31.608072916666668,,,0.009874131944444198,0.0,0.0,0.0,0,0.0
122980,0.0026235653,LEFT,1,4.463975694444444,13.834583333333333,4.322916666666667,-8.569791666666674,31.536024305555557,,,0.00900607638888884,0.0,0.0,0.0,0,0.0
122991,0.002544592,IDLE,1,4.533854166666666,13.702604166666665,4.192708333333334,-7.918750000000007,31.466145833333336,,,0.008734809027777679,0.0,0.0,0.0,0,0.0
123002,0.0027975258,RIGHT,1,4.610677083333333,13.581475694444443,4.609375000000001,-7.26770833333334,31.389322916666668,,,0.009602864583333481,0.0,0.0,0.0,0,0.0
123013,0.0027185539,RUN+LEFT,1,4.685329861111111,13.471197916666664,4.479166666666668,-6.616666666666673,31.31467013888889,,,0.009331597222222321,0.0,0.0,0.0,0,0.0
123024,0.0026395796,RUN+LEFT,1,4.7578125,13.371770833333331,4.348958333333335,-5.965625000000006,31.2421875,,,0.00906032986111116,0.0,0.0,0.0,0,0.0
123035,0.0025606027,JUMP,1,4.828125,13.283194444444442,4.218750000000002,-5.314583333333339,31.171875,,,0.0087890625,0.0,0.0,0.0,0,0.0
123046,0.0024816233,RUN+LEFT+JUMP,1,4.896267361111111,13.205468749999998,4.088541666666669,-4.6635416666666725,31.10373263888889,,,0.00851779513888884,0.0,0.0,0.0,0,0.0
123057,0.0022287657,LEFT,1,4.957465277777778,13.138593749999998,3.671875000000002,-4.0125000000000055,31.04253472222222,,,0.007649739583333481,0.0,0.0,0.0,0,0.0
123068,0.0021497773,RUN+LEFT,1,5.016493055555555,13.082569444444443,3.5416666666666687,-3.361458333333339,30.983506944444443,,,0.007378472222222321,0.0,0.0,0.0,0,0.0
123079,0.0020707857,IDLE,1,5.073350694444445,13.037395833333331,3.4114583333333353,-2.7104166666666725,30.926649305555557,,,0.007107204861110716,0.0,0.0,0.0,0,0.0
123090,0.001991793,IDLE,1,5.128038194444445,13.003072916666664,3.2812500000000018,-2.059375000000006,30.871961805555557,,,0.0068359375,0.0,0.0,0.0,0,0.0
123101,0.0022447703,RIGHT+JUMP,1,5.189670138888889,12.979600694444441,3.6979166666666683,-1.4083333333333394,30.81032986111111,,,0.007703993055555802,0.0,0.0,0.0,0,0.0
123112,0.0026242284,RUN+RIGHT+JUMP,1,5.26171875,12.966979166666663,4.322916666666668,-0.7572916666666728,30.73828125,,,0.00900607638888884,0.0,0.0,0.0,0,0.0
123123,0.0028772329,RIGHT,1,5.340711805555555,12.96520833333333,4.739583333333335,-0.10625000000000617,30.659288194444443,,,0.009874131944444642,0.0,0.0,0.0,0,0.0
123134,0.0031301863,RIGHT+JUMP,1,5.426649305555555,12.97428819444444,5.156250000000002,0.5447916666666605,30.573350694444443,,,0.0107421875,0.0,0.0,0.0,0,0.0
123145,0.003509616,RUN+RIGHT,1,5.523003472222222,13.000729166666662,5.781250000000002,1.586458333333327,30.47699652777778,,,0.012044270833333037,0.0,0.0,0.0,0,0.0
123156,0.0032566853,LEFT+JUMP,1,5.612413194444445,13.044531249999995,5.364583333333335,2.6281249999999936,30.387586805555557,,,0.011176215277777679,0.0,0.0,0.0,0,0.0
123167,0.0036361231,RUN+RIGHT,1,5.712239583333334,13.10569444444444,5.989583333333335,3.6697916666666606,30.287760416666664,,,0.012478298611111605,0.0,0.0,0.0,0,0.0
123178,0.0035570804,IDLE,1,5.809895833333334,13.184218749999996,5.859375000000002,4.7114583333333275,30.190104166666664,,,0.01220703125,0.0,0.0,0.0,0,0.0
123189,0.0038100344,RIGHT+JUMP,1,5.914496527777779,13.280104166666662,6.276041666666669,5.7531249999999945,30.08550347222222,,,0.013075086805555358,0.0,0.0,0.0,0,0.0
123200,0.0037309963,JUMP,1,6.016927083333334,13.39335069444444,6.145833333333336,6.7947916666666615,29.983072916666664,,,0.012803819444444642,0.0,0.0,0.0,0,0.0
123211,0.0036519598,JUMP,1,6.117187500000001,13.523958333333328,6.015625000000003,7.836458333333328,29.8828125,,,0.012532552083333037,0.0,0.0,0.0,0,0.0
123222,0.004031398,RUN+RIGHT,1,6.227864583333334,13.671927083333328,6.640625000000003,8.878124999999995,29.772135416666664,,,0.013834635416666963,0.0,0.0,0.0,0,0.0
123233,0.0039523663,IDLE,1,6.336371527777779,13.837256944444439,6.51041666666667,9.919791666666661,29.66362847222222,,,0.013563368055555358,0.0,0.0,0.0,0,0.0
123244,0.0038733364,RUN+LEFT,1,6.442708333333334,14.019947916666661,6.380208333333337,10.961458333333328,29.557291666666664,,,0.013292100694444642,0.0,0.0,0.0,0,0.0
