step,total_reward,action,level,x,y,vx,vy,goal_dist,event,cause,movement,coins,kills,win,time,death
308,0.0027664434,RIGHT+JUMP,0,3.897569444444445,13.01552083333333,2.9166666666666656,1.6177083333333266,32.10243055555556,,,0.0060763888888883955,0.0,0.0,0.0,0,0.0
319,0.002374732,LEFT+JUMP,0,3.9392361111111116,13.059843749999997,2.499999999999999,2.6593749999999936,32.060763888888886,,,0.0052083333333339255,0.0,0.0,0.0,0,0.0
330,0.0019822924,LEFT,0,3.973958333333334,13.121527777777775,2.0833333333333326,3.7010416666666606,32.026041666666664,,,0.004340277777777679,0.0,0.0,0.0,0,0.0
341,0.0025818401,RUN+RIGHT+JUMP,0,4.019097222222223,13.200572916666664,2.7083333333333326,4.7427083333333275,31.98090277777778,,,0.005642361111110716,0.0,0.0,0.0,0,0.0
352,0.0021891254,LEFT+JUMP,0,4.057291666666668,13.296979166666663,2.291666666666666,5.7843749999999945,31.942708333333332,,,0.004774305555555802,0.0,0.0,0.0,0,0.0
363,0.002069296,IDLE,0,4.093315972222223,13.410746527777775,2.1614583333333326,6.8260416666666615,31.90668402777778,,,0.004503038194444198,0.0,0.0,0.0,0,0.0
374,0.0019491772,JUMP,0,4.12717013888889,13.541874999999997,2.031249999999999,7.867708333333328,31.87282986111111,,,0.004231770833333481,0.0,0.0,0.0,0,0.0
385,0.001828683,RUN+LEFT,0,4.158854166666668,13.69036458333333,1.9010416666666659,8.909374999999995,31.841145833333332,,,0.003960503472222321,0.0,0.0,0.0,0,0.0
396,0.0022351411,RIGHT+JUMP,0,4.19748263888889,13.856215277777775,2.3177083333333326,9.951041666666661,31.80251736111111,,,0.004828559027777679,0.0,0.0,0.0,0,0.0
407,0.0028452994,RUN+RIGHT+JUMP,0,4.2465277777777795,14.03942708333333,2.9427083333333326,10.992708333333328,31.75347222222222,,,0.0061306423611111605,0.0,0.0,0.0,0,0.0
418,0.003458889,RUN+RIGHT,0,4.305989583333335,14.22692708333333,3.5677083333333326,11.25,31.694010416666664,,,0.007432725694444642,0.0,0.0,0.0,0,0.0
429,2.3159025,LEFT,0,4.3585069444444455,14.41442708333333,3.151041666666666,11.25,31.641493055555554,,,0.0065646701388888395,5.0,0.0,0.0,0,0.0
440,0.0028975152,RUN+LEFT+JUMP,0,4.408854166666668,14.60192708333333,3.0208333333333326,11.25,31.591145833333332,,,0.006293402777777679,0.0,0.0,0.0,0,0.0
451,0.0027627111,RUN+LEFT+JUMP,0,4.457031250000001,14.78942708333333,2.890624999999999,11.25,31.54296875,,,0.006022135416666519,0.0,0.0,0.0,0,0.0
462,0.003152653,RIGHT,0,4.512152777777779,14.97692708333333,3.3072916666666656,11.25,31.48784722222222,,,0.006890190972222321,0.0,0.0,0.0,0,0.0
473,0.0030231012,IDLE,0,4.565104166666668,15.16442708333333,3.177083333333332,11.25,31.434895833333332,,,0.0066189236111111605,0.0,0.0,0.0,0,0.0
484,2.1674547,LEFT,0,4.6111111111111125,15.35192708333333,2.7604166666666656,11.25,31.388888888888886,,,0.005750868055555802,5.0,0.0,0.0,0,0.0
495,0.0022712126,IDLE,0,4.654947916666668,15.53942708333333,2.630208333333332,11.25,31.345052083333332,,,0.005479600694444198,0.0,0.0,0.0,0,0.0
506,0.0025370663,RIGHT+JUMP,0,4.705729166666668,15.72692708333333,3.0468749999999987,11.25,31.294270833333332,,,0.00634765625,0.0,0.0,0.0,0,0.0
517,0.0023553262,RUN+LEFT,0,4.754340277777779,15.91442708333333,2.916666666666665,11.25,31.24565972222222,,,0.0060763888888888395,0.0,0.0,0.0,0,0.0
528,0.0027863665,RUN+RIGHT,0,4.813368055555556,16.0,3.541666666666665,0.0,31.186631944444443,,,0.007378472222222321,0.0,0.0,0.0,0,0.0
539,0.0051287636,RUN+RIGHT,0,4.924479166666667,15.749288194444444,6.666666666666665,-15.042708333333334,31.075520833333332,,,0.01388888888888884,0.0,0.0,0.0,0,0.0
550,0.004932287,RUN+LEFT,0,5.033420138888889,15.509427083333334,6.536458333333332,-14.391666666666667,30.96657986111111,,,0.013617621527777679,0.0,0.0,0.0,0,0.0
561,0.0047536427,JUMP,0,5.140190972222222,15.280260416666668,6.406249999999999,-13.750000000000002,30.85980902777778,,,0.013346354166666519,0.0,0.0,0.0,0,0.0
572,0.0043800743,LEFT,0,5.240017361111112,15.061944444444446,5.989583333333332,-13.098958333333336,30.75998263888889,,,0.01247829861111116,0.0,0.0,0.0,0,0.0
583,0.0047759395,RUN+RIGHT+JUMP,0,5.350260416666667,14.854322916666668,6.614583333333332,-12.45729166666667,30.649739583333332,,,0.013780381944444642,0.0,0.0,0.0,0,0.0
594,0.0046301344,RUN+LEFT+JUMP,0,5.458333333333334,14.657552083333334,6.484374999999999,-11.806250000000004,30.541666666666664,,,0.013509114583333481,0.0,0.0,0.0,0,0.0
605,0.004493236,RUN+LEFT,0,5.564236111111112,14.471631944444445,6.354166666666666,-11.155208333333338,30.43576388888889,,,0.013237847222221877,0.0,0.0,0.0,0,0.0
616,0.004363887,JUMP,0,5.667968750000001,14.29640625,6.223958333333333,-10.513541666666672,30.33203125,,,0.01296657986111116,0.0,0.0,0.0,0,0.0
627,0.0042409752,RUN+LEFT,0,5.769531250000001,14.13203125,6.09375,-9.862500000000006,30.23046875,,,0.0126953125,0.0,0.0,0.0,0,0.0
638,0.0041235886,RUN+LEFT,0,5.868923611111112,13.978506944444446,5.963541666666667,-9.21145833333334,30.13107638888889,,,0.01242404513888884,0.0,0.0,0.0,0,0.0
649,0.0038139713,LEFT,0,5.961371527777779,13.835833333333335,5.546875,-8.560416666666674,30.03862847222222,,,0.011555989583333481,0.0,0.0,0.0,0,0.0
660,0.0037063668,JUMP,0,6.051649305555556,13.703854166666668,5.416666666666667,-7.918750000000007,29.948350694444443,,,0.011284722222222321,0.0,0.0,0.0,0,0.0
671,0.003602164,RUN+LEFT,0,6.1397569444444455,13.582725694444445,5.286458333333334,-7.26770833333334,29.860243055555554,,,0.01101345486111116,0.0,0.0,0.0,0,0.0
682,0.0034920773,IDLE,0,6.2256944444444455,13.472447916666667,5.156250000000001,-6.616666666666673,29.774305555555554,,,0.0107421875,0.0,0.0,0.0,0,0.0
693,0.0037542253,RIGHT+JUMP,0,6.31857638888889,13.373020833333333,5.572916666666668,-5.965625000000006,29.68142361111111,,,0.011610243055555358,0.0,0.0,0.0,0,0.0
704,0.0040162806,RIGHT,0,6.4184027777777795,13.284444444444444,5.989583333333335,-5.314583333333339,29.58159722222222,,,0.01247829861111116,0.0,0.0,0.0,0,0.0
715,0.0039132717,JUMP,0,6.5160590277777795,13.20671875,5.859375000000002,-4.6635416666666725,29.48394097222222,,,0.01220703125,0.0,0.0,0.0,0,0.0
726,0.0041771564,RIGHT,0,6.620659722222224,13.13984375,6.276041666666669,-4.0125000000000055,29.379340277777775,,,0.013075086805555802,0.0,0.0,0.0,0,0.0
737,0.0040785186,RUN+LEFT,0,6.7230902777777795,13.083819444444446,6.145833333333336,-3.361458333333339,29.27690972222222,,,0.012803819444444198,0.0,0.0,0.0,0,0.0
748,0.0039822566,IDLE,0,6.823350694444446,13.038645833333334,6.015625000000003,-2.7104166666666725,29.176649305555554,,,0.012532552083333481,0.0,0.0,0.0,0,0.0
759,0.004249351,RIGHT+JUMP,0,6.930555555555557,13.004322916666666,6.43229166666667,-2.059375000000006,29.069444444444443,,,0.01340060763888884,0.0,0.0,0.0,0,0.0
770,0.004156375,JUMP,0,7.0355902777777795,12.980850694444444,6.302083333333337,-1.4083333333333394,28.96440972222222,,,0.013129340277777679,0.0,0.0,0.0,0,0.0
781,0.004065112,IDLE,0,7.1384548611111125,12.968229166666665,6.1718750000000036,-0.7572916666666728,28.861545138888886,,,0.012858072916666963,0.0,0.0,0.0,0,0.0
792,0.0037868584,LEFT,0,7.234375000000002,12.966458333333332,5.755208333333337,-0.10625000000000617,28.765625,,,0.011990017361110716,0.0,0.0,0.0,0,0.0
803,0.0036985336,RUN+LEFT,0,7.328125000000002,12.975538194444443,5.6250000000000036,0.5447916666666605,28.671875,,,0.01171875,0.0,0.0,0.0,0,0.0
814,0.003970719,RIGHT,0,7.428819444444446,13.001979166666665,6.0416666666666705,1.586458333333327,28.571180555555554,,,0.012586805555555802,0.0,0.0,0.0,0,0.0
825,0.0038843597,JUMP,0,7.527343750000002,13.045781249999997,5.9114583333333375,2.6281249999999936,28.47265625,,,0.012315538194444198,0.0,0.0,0.0,0,0.0
836,0.0042951507,RUN+RIGHT+JUMP,0,7.636284722222224,13.106944444444443,6.5364583333333375,3.6697916666666606,28.363715277777775,,,0.013617621527778123,0.0,0.0,0.0,0,0.0
847,0.0047069467,RUN+RIGHT+JUMP,0,7.755642361111113,13.185468749999998,7.1614583333333375,4.7114583333333275,28.244357638888886,,,0.01491970486111116,0.0,0.0,0.0,0,0.0
858,0.0044290754,LEFT+JUMP,0,7.868055555555558,13.281354166666665,6.7447916666666705,5.7531249999999945,28.131944444444443,,,0.014051649305555358,0.0,0.0,0.0,0,0.0
869,0.004830477,RUN+RIGHT+JUMP,0,7.99088541666667,13.394600694444442,7.3697916666666705,6.7947916666666615,28.00911458333333,,,0.015353732638889284,0.0,0.0,0.0,0,0.0
880,0.004550648,LEFT,0,8.106770833333336,13.52520833333333,6.9531250000000036,7.836458333333328,27.893229166666664,,,0.014485677083333037,0.0,0.0,0.0,0,0.0
891,0.004954133,RUN+RIGHT,0,8.23307291666667,13.67317708333333,7.5781250000000036,8.878124999999995,27.76692708333333,,,0.015787760416666963,0.0,0.0,0.0,0,0.0
902,0.00522236,RIGHT+JUMP,0,8.366319444444448,13.838506944444442,7.9947916666666705,9.919791666666661,27.63368055555555,,,0.01665581597222232,0.0,0.0,0.0,0,0.0
913,0.005134747,JUMP,0,8.497395833333337,14.021197916666663,7.8645833333333375,10.961458333333328,27.502604166666664,,,0.016384548611110716,0.0,0.0,0.0,0,0.0
924,0.005048605,RUN+LEFT+JUMP,0,8.626302083333337,14.208697916666663,7.734375000000004,11.25,27.373697916666664,,,0.01611328125,0.0,0.0,0.0,0,0.0
935,0.005320737,RIGHT+JUMP,0,8.762152777777782,14.396197916666663,8.151041666666671,11.25,27.237847222222218,,,0.016981336805555802,0.0,0.0,0.0,0,0.0
946,0.0052371086,JUMP,0,8.895833333333337,14.583697916666663,8.020833333333337,11.25,27.104166666666664,,,0.016710069444444198,0.0,0.0,0.0,0,0.0
957,0.0051545417,RUN+LEFT+JUMP,0,9.027343750000004,14.771197916666663,7.890625000000004,11.25,26.972656249999996,,,0.01643880208333348,0.0,0.0,0.0,0,0.0
968,0.0054303836,RIGHT+JUMP,0,9.165798611111114,14.958697916666663,8.307291666666671,11.25,26.834201388888886,,,0.01730685763888884,0.0,0.0,0.0,0,0.0
979,0.005349843,JUMP,0,9.302083333333336,15.146197916666663,8.177083333333337,11.25,26.697916666666664,,,0.01703559027777768,0.0,0.0,0.0,0,0.0
990,0.0056298515,RIGHT,0,9.445312500000002,15.333697916666663,8.593750000000004,11.25,26.5546875,,,0.017903645833333037,0.0,0.0,0.0,0,0.0
1001,0.005552843,JUMP,0,9.58637152777778,15.521197916666663,8.46354166666667,11.25,26.41362847222222,,,0.01763237847222232,0.0,0.0,0.0,0,0.0
1012,0.00581886,RIGHT,0,9.734375000000002,15.708697916666663,8.880208333333336,11.25,26.265625,,,0.01850043402777768,0.0,0.0,0.0,0,0.0
1023,0.0055404627,LEFT+JUMP,0,9.87543402777778,15.896197916666663,8.46354166666667,11.25,26.12456597222222,,,0.01763237847222232,0.0,0.0,0.0,0,0.0
1034,0.005451414,IDLE,0,10.01432291666667,16.0,8.333333333333336,0.0,25.98567708333333,,,0.017361111111111605,0.0,0.0,0.0,0,0.0
1045,0.0047678077,LEFT,0,10.135850694444448,15.749288194444444,7.291666666666669,-15.042708333333334,25.86414930555555,,,0.015190972222222321,0.0,0.0,0.0,0,0.0
1056,0.005175266,RUN+RIGHT+JUMP,0,10.267795138888893,15.509270833333334,7.916666666666669,-14.401041666666668,25.732204861111107,,,0.016493055555555358,0.0,0.0,0.0,0,0.0
1067,0.005089989,JUMP,0,10.397569444444448,15.279947916666668,7.786458333333336,-13.759375000000002,25.60243055555555,,,0.016221788194444642,0.0,0.0,0.0,0,0.0
1078,0.005005655,JUMP,0,10.525173611111114,15.061319444444445,7.656250000000003,-13.117708333333336,25.474826388888886,,,0.015950520833333037,0.0,0.0,0.0,0,0.0
1089,0.0047347983,LEFT+JUMP,0,10.645833333333336,14.853385416666667,7.239583333333336,-12.47604166666667,25.354166666666664,,,0.015082465277777679,0.0,0.0,0.0,0,0.0
1100,0.004644031,IDLE,0,10.76432291666667,14.656302083333333,7.109375000000003,-11.825000000000005,25.23567708333333,,,0.014811197916666963,0.0,0.0,0.0,0,0.0
1111,0.005047445,RUN+RIGHT,0,10.89322916666667,14.470069444444444,7.734375000000003,-11.173958333333339,25.10677083333333,,,0.01611328125,0.0,0.0,0.0,0,0.0
1122,0.0047720284,LEFT+JUMP,0,11.015190972222225,14.29453125,7.317708333333336,-10.532291666666673,24.984809027777775,,,0.015245225694444198,0.0,0.0,0.0,0,0.0
1133,0.004664966,RUN+LEFT+JUMP,0,11.134982638888891,14.129843750000001,7.187500000000003,-9.881250000000007,24.865017361111107,,,0.014973958333333481,0.0,0.0,0.0,0,0.0
1144,0.0045607127,IDLE,0,11.25260416666667,13.976006944444446,7.05729166666667,-9.23020833333334,24.74739583333333,,,0.014702690972222321,0.0,0.0,0.0,0,0.0
1155,1.5470653,RUN+RIGHT,0,11.380642361111114,13.833020833333334,7.68229166666667,-8.579166666666675,24.619357638888886,,,0.016004774305555358,5.0,0.0,0.0,0,0.0
1166,0.004819037,JUMP,0,11.50651041666667,13.700729166666667,7.552083333333337,-7.937500000000008,24.49348958333333,,,0.015733506944444642,0.0,0.0,0.0,0,0.0
1177,0.0050527016,RIGHT,0,11.63932291666667,13.579288194444445,7.9687500000000036,-7.286458333333341,24.36067708333333,,,0.0166015625,0.0,0.0,0.0,0,0.0
1188,0.005286064,RIGHT+JUMP,0,11.779079861111114,13.468541666666667,8.38541666666667,-6.644791666666674,24.220920138888886,,,0.017469618055555358,0.0,0.0,0.0,0,0.0
1199,0.0049967607,LEFT+JUMP,0,11.911892361111114,13.368645833333334,7.968750000000003,-5.9937500000000075,24.088107638888886,,,0.0166015625,0.0,0.0,0.0,0,0.0
1210,0.0047125397,LEFT,0,12.03776041666667,13.279600694444445,7.552083333333336,-5.3427083333333405,23.96223958333333,,,0.015733506944444642,0.0,0.0,0.0,0,0.0
1221,0.0050799595,RUN+RIGHT,0,12.174045138888891,13.201406250000002,8.177083333333336,-4.6916666666666735,23.825954861111107,,,0.01703559027777768,0.0,0.0,0.0,0,0.0
1232,0.004978889,RUN+LEFT+JUMP,0,12.308159722222225,13.1340625,8.046875000000002,-4.040625000000007,23.691840277777775,,,0.01676432291666652,0.0,0.0,0.0,0,0.0
1243,0.0048803217,IDLE,0,12.44010416666667,13.077569444444444,7.916666666666669,-3.38958333333334,23.55989583333333,,,0.016493055555555802,0.0,0.0,0.0,0,0.0
1254,0.004784026,JUMP,0,12.569878472222225,13.031927083333333,7.786458333333336,-2.7385416666666735,23.430121527777775,,,0.016221788194444198,0.0,0.0,0.0,0,0.0
1265,0.004514321,LEFT+JUMP,0,12.692708333333336,12.997135416666666,7.369791666666669,-2.087500000000007,23.307291666666664,,,0.01535373263888884,0.0,0.0,0.0,0,0.0
1276,0.0044224355,RUN+LEFT+JUMP,0,12.813368055555557,12.973194444444443,7.239583333333336,-1.4364583333333405,23.186631944444443,,,0.015082465277777679,0.0,0.0,0.0,0,0.0
1287,0.004665444,RIGHT,0,12.940972222222223,12.960104166666666,7.656250000000003,-0.7854166666666739,23.05902777777778,,,0.015950520833333037,0.0,0.0,0.0,0,0.0
1298,0.004401802,LEFT+JUMP,0,13.061631944444445,12.957864583333333,7.239583333333336,-0.13437500000000724,22.938368055555557,,,0.015082465277777679,0.0,0.0,0.0,0,0.0
1309,0.0041402914,LEFT+JUMP,0,13.175347222222223,12.966475694444444,6.822916666666669,0.5166666666666594,22.82465277777778,,,0.014214409722222321,0.0,0.0,0.0,0,0.0
1320,0.0040541845,RUN+LEFT+JUMP,0,13.286892361111112,12.992447916666666,6.692708333333336,1.558333333333326,22.713107638888886,,,0.013943142361111605,0.0,0.0,0.0,0,0.0
1331,0.004299959,RIGHT,0,13.405381944444446,13.03578125,7.109375000000003,2.5999999999999925,22.594618055555554,,,0.014811197916666519,0.0,0.0,0.0,0,0.0
1342,0.0042155376,IDLE,0,13.521701388888891,13.096475694444443,6.97916666666667,3.6416666666666595,22.478298611111107,,,0.014539930555555802,0.0,0.0,0.0,0,0.0
1353,0.0044620316,RIGHT,0,13.64496527777778,13.17453125,7.395833333333337,4.6833333333333265,22.35503472222222,,,0.015407986111110716,0.0,0.0,0.0,0,0.0
1364,0.004379147,RUN+LEFT+JUMP,0,13.76605902777778,13.269947916666666,7.2656250000000036,5.724999999999993,22.23394097222222,,,0.01513671875,0.0,0.0,0.0,0,0.0
1375,0.0041138716,LEFT+JUMP,0,13.880208333333336,13.382725694444444,6.848958333333337,6.76666666666666,22.119791666666664,,,0.014268663194444642,0.0,0.0,0.0,0,0.0
1386,0.004350593,RIGHT+JUMP,0,14.001302083333336,13.512864583333332,7.2656250000000036,7.808333333333327,21.998697916666664,,,0.01513671875,0.0,0.0,0.0,0,0.0
1397,0.0045871786,RIGHT+JUMP,0,14.12934027777778,13.660364583333331,7.6822916666666705,8.849999999999994,21.87065972222222,,,0.016004774305555358,0.0,0.0,0.0,0,0.0
1408,0.004823746,RIGHT,0,14.26432291666667,13.825225694444443,8.098958333333337,9.89166666666666,21.73567708333333,,,0.016872829861111605,0.0,0.0,0.0,0,0.0
1419,0.004565205,LEFT,0,14.392361111111114,14.007447916666665,7.6822916666666705,10.933333333333326,21.607638888888886,,,0.016004774305555358,0.0,0.0,0.0,0,0.0
1430,0.004308866,LEFT,0,14.513454861111114,14.194947916666665,7.2656250000000036,11.25,21.486545138888886,,,0.01513671875,0.0,0.0,0.0,0,0.0
1441,0.004219785,RUN+LEFT+JUMP,0,14.632378472222225,14.382447916666665,7.1354166666666705,11.25,21.367621527777775,,,0.01486545138888884,0.0,0.0,0.0,0,0.0
1452,0.0041283173,RUN+LEFT,0,14.749131944444446,14.569947916666665,7.0052083333333375,11.25,21.250868055555554,,,0.014594184027777679,0.0,0.0,0.0,0,0.0
1463,0.0038704427,LEFT,0,14.858940972222225,14.757447916666665,6.5885416666666705,11.25,21.141059027777775,,,0.013726128472222321,0.0,0.0,0.0,0,0.0
1474,0.0036152361,LEFT+JUMP,0,14.961805555555559,14.944947916666665,6.1718750000000036,11.25,21.038194444444443,,,0.012858072916666519,0.0,0.0,0.0,0,0.0
1485,0.0038492586,RIGHT+JUMP,0,15.071614583333337,15.132447916666665,6.5885416666666705,11.25,20.928385416666664,,,0.013726128472222321,0.0,0.0,0.0,0,0.0
1496,0.004197116,RUN+RIGHT,0,15.191840277777782,15.319947916666665,7.2135416666666705,11.25,20.808159722222218,,,0.015028211805555802,0.0,0.0,0.0,0,0.0
1507,0.004422826,RIGHT,0,15.319010416666671,15.507447916666665,7.6302083333333375,11.25,20.68098958333333,,,0.01589626736111116,0.0,0.0,0.0,0,0.0
1518,0.0047623483,RUN+RIGHT+JUMP,0,15.456597222222227,15.694947916666665,8.255208333333337,11.25,20.54340277777777,,,0.017198350694444642,0.0,0.0,0.0,0,0.0
1529,0.0051004747,RUN+RIGHT,0,15.604600694444448,15.882447916666665,8.880208333333337,11.25,20.39539930555555,,,0.01850043402777768,0.0,0.0,0.0,0,0.0
1540,0.004841585,LEFT,0,15.745659722222227,16.0,8.463541666666671,0.0,20.25434027777777,,,0.01763237847222232,0.0,0.0,0.0,0,0.0
1551,0.004230047,LEFT,0,15.869357638888893,15.749288194444444,7.421875000000004,-15.042708333333334,20.130642361111107,,,0.015462239583333037,0.0,0.0,0.0,0,0.0
1562,0.003983142,LEFT,0,15.986111111111114,15.509427083333334,7.0052083333333375,-14.391666666666667,20.013888888888886,,,0.014594184027777679,0.0,0.0,0.0,0,0.0
1573,0.0039008402,RUN+LEFT,0,16.100694444444446,15.280416666666667,6.875000000000004,-13.740625000000001,19.899305555555554,,,0.014322916666666519,0.0,0.0,0.0,0,0.0
1584,0.003819757,RUN+LEFT,0,16.21310763888889,15.062256944444446,6.744791666666671,-13.089583333333335,19.78689236111111,,,0.014051649305555358,0.0,0.0,0.0,0,0.0
1595,0.0037397838,RUN+LEFT+JUMP,0,16.323350694444446,14.854947916666667,6.614583333333338,-12.43854166666667,19.676649305555554,,,0.013780381944444642,0.0,0.0,0.0,0,0.0
1606,0.0039695613,RIGHT,0,16.440538194444446,14.658489583333333,7.031250000000005,-11.787500000000003,19.559461805555554,,,0.0146484375,0.0,0.0,0.0,0,0.0
1617,0.0037295972,LEFT+JUMP,0,16.550781250000004,14.472725694444444,6.614583333333338,-11.145833333333337,19.449218749999996,,,0.013780381944444642,0.0,0.0,0.0,0,0.0
1628,0.003490867,LEFT,0,16.654079861111114,14.2978125,6.197916666666671,-10.494791666666671,19.345920138888886,,,0.01291232638888884,0.0,0.0,0.0,0,0.0
1639,0.0034137447,RUN+LEFT,0,16.755208333333336,14.13375,6.067708333333338,-9.843750000000005,19.244791666666664,,,0.012641059027777679,0.0,0.0,0.0,0,0.0
1650,0.0031763758,LEFT+JUMP,0,16.849392361111114,13.980381944444444,5.651041666666671,-9.20208333333334,19.150607638888886,,,0.011773003472222321,0.0,0.0,0.0,0,0.0
1661,0.0031008332,RUN+LEFT+JUMP,0,16.941406250000004,13.837864583333333,5.520833333333338,-8.551041666666674,19.058593749999996,,,0.01150173611111116,0.0,0.0,0.0,0,0.0
1672,0.0030258896,RUN+LEFT,0,17.031250000000004,13.706197916666667,5.390625000000005,-7.900000000000007,18.968749999999996,,,0.01123046875,0.0,0.0,0.0,0,0.0
1683,0.0032583126,RIGHT+JUMP,0,17.128038194444446,13.585225694444444,5.807291666666672,-7.25833333333334,18.871961805555554,,,0.012098524305555358,0.0,0.0,0.0,0,0.0
1694,0.0036078684,RUN+RIGHT+JUMP,0,17.235243055555557,13.474947916666666,6.432291666666672,-6.616666666666673,18.764756944444443,,,0.01340060763888884,0.0,0.0,0.0,0,0.0
1705,0.0035342071,IDLE,0,17.34027777777778,13.375520833333333,6.302083333333339,-5.965625000000006,18.65972222222222,,,0.013129340277777679,0.0,0.0,0.0,0,0.0
1716,0.0034609989,IDLE,0,17.44314236111111,13.286944444444444,6.171875000000006,-5.314583333333339,18.55685763888889,,,0.012858072916666519,0.0,0.0,0.0,0,0.0
1727,0.0033881925,RUN+LEFT,0,17.543836805555554,13.20921875,6.041666666666673,-4.6635416666666725,18.456163194444446,,,0.012586805555555358,0.0,0.0,0.0,0,0.0
