step,device,n_envs,rollout_wall_s,env_step_s,policy_forward_s,train_s,eval_s,sps
2605056,cpu,8,10.634956,10.621358,0.013598,12.788822,0.000000,1540.58
2621440,cpu,8,10.601744,10.587531,0.014212,12.220331,0.000000,1545.41
2637824,cpu,8,10.565785,10.552238,0.013547,12.067216,0.000000,1550.67
2654208,cpu,8,56.828697,56.815124,0.013573,12.247888,46.366524,288.31
2670592,cpu,8,10.476092,10.456372,0.019719,12.128312,0.000000,1563.94
2686976,cpu,8,10.556787,10.539565,0.017222,12.179246,0.000000,1551.99
2703360,cpu,8,11.049973,11.031601,0.018372,12.210848,0.000000,1482.72
2719744,cpu,8,10.847288,10.832240,0.015049,12.131822,0.000000,1510.42
2736128,cpu,8,25.223423,25.209246,0.014178,12.136399,14.521046,649.55
2752512,cpu,8,10.899455,10.882743,0.016712,12.022575,0.000000,1503.19
2768896,cpu,8,10.466087,10.446638,0.019449,12.029492,0.000000,1565.44
2785280,cpu,8,10.563674,10.545930,0.017744,12.285263,0.000000,1550.98
2801664,cpu,8,50.386706,50.371335,0.015371,12.045728,39.565882,325.17
2818048,cpu,8,10.758329,10.743915,0.014414,12.176532,0.000000,1522.91
2834432,cpu,8,10.847407,10.829709,0.017697,12.055488,0.000000,1510.41
2850816,cpu,8,10.834101,10.809523,0.024578,12.019222,0.000000,1512.26
2867200,cpu,8,10.627691,10.611167,0.016524,12.244026,0.000000,1541.63
2883584,cpu,8,83.455267,83.441023,0.014244,12.255039,72.696631,196.32
2899968,cpu,8,10.407733,10.394128,0.013604,12.542733,0.000000,1574.21
2916352,cpu,8,10.815963,10.793975,0.021988,12.497255,0.000000,1514.80
2932736,cpu,8,10.447571,10.433209,0.014362,12.307303,0.000000,1568.21
2949120,cpu,8,10.754671,10.736305,0.018367,12.578066,0.000000,1523.43
2965504,cpu,8,37.740296,37.726532,0.013763,12.491420,27.109289,434.12
2981888,cpu,8,12.976646,12.960326,0.016320,12.226882,0.000000,1262.58
2998272,cpu,8,10.925796,10.908975,0.016821,12.508340,0.000000,1499.57
3014656,cpu,8,10.582220,10.565741,0.016479,12.039090,0.000000,1548.26
3031040,cpu,8,10.674102,10.660243,0.013859,12.302334,0.000000,1534.93
3047424,cpu,8,14.316015,14.301756,0.014258,12.130082,3.615098,1144.45
3063808,cpu,8,10.625810,10.611440,0.014370,12.171204,0.000000,1541.91
3080192,cpu,8,10.891693,10.869769,0.021924,12.257682,0.000000,1504.27
3096576,cpu,8,10.683729,10.668312,0.015417,12.237708,0.000000,1533.55
3112960,cpu,8,10.834888,10.818572,0.016317,12.299809,0.000000,1512.15
3129344,cpu,8,26.930815,26.909961,0.020854,12.349942,16.252011,608.37
3145728,cpu,8,10.662585,10.647658,0.014926,12.335700,0.000000,1536.59
3162112,cpu,8,10.745168,10.730706,0.014462,12.268273,0.000000,1524.78
3178496,cpu,8,10.671389,10.657582,0.013807,12.054652,0.000000,1535.32
3194880,cpu,8,10.671260,10.654475,0.016786,12.072574,0.000000,1535.34
3211264,cpu,8,65.325002,65.308672,0.016330,12.191767,54.874170,250.81
3227648,cpu,8,10.498394,10.484347,0.014048,12.028731,0.000000,1560.62
3244032,cpu,8,10.593083,10.577066,0.016016,12.129269,0.000000,1546.67
3260416,cpu,8,10.518765,10.505011,0.013754,12.136356,0.000000,1557.60
3276800,cpu,8,10.442389,10.427322,0.015068,12.157663,0.000000,1568.99
